beta_exp_abscissa,beta_exp_pdf,beta_exp_cdf,delta0_abscissa,delta0_pdf,delta0_cdf,p_abscissa,p_pdf,p_cdf,td_abscissa,td_pdf,td_cdf,b_exp_abscissa,b_exp_pdf,b_exp_cdf,h_0_abscissa,h_0_pdf,h_0_cdf,tc_abscissa,tc_pdf,tc_cdf,sigma_abscissa,sigma_pdf,sigma_cdf,rho_exp_abscissa,rho_exp_pdf,rho_exp_cdf,q_exp_abscissa,q_exp_pdf,q_exp_cdf,ifn0_abscissa,ifn0_pdf,ifn0_cdf,split
-2.9389,0.263417,0.904221,5.51776,0.0100901,0.990092,3.68562,0.257579,0.945608,4.74944,0.00620973,0.996879,-1.09389,0.17986,0.852415,1.33396,0.0131094,0.998629,9.31262,0.0949007,0.496818,1.75564,0.0385318,0.975711,-0.0848574,0.162038,0.896893,-3.80448,0.238844,0.96061,1.17536,0.0309103,0.994657,All
-2.90709,0.246697,0.912334,5.58414,0.00939901,0.990739,3.71153,0.233328,0.951964,4.80339,0.00557395,0.997197,-1.04421,0.172582,0.861169,1.34851,0.0114187,0.998807,9.42862,0.0979449,0.508001,1.77802,0.0369323,0.976555,-0.0392981,0.153697,0.904084,-3.78084,0.21209,0.965935,1.18935,0.0284262,0.995072,All
-2.87528,0.230478,0.919922,5.65052,0.00875716,0.991341,3.73744,0.210588,0.957711,4.85734,0.00500322,0.997482,-0.994533,0.16535,0.869563,1.36305,0.00994342,0.998962,9.54461,0.101224,0.519549,1.80039,0.0354101,0.977364,0.00626114,0.145539,0.9109,-3.75721,0.187506,0.970653,1.20335,0.0261471,0.995453,All
-2.84346,0.214803,0.927003,5.7169,0.00816091,0.991902,3.76334,0.189369,0.962888,4.91129,0.00449096,0.997738,-0.944854,0.158184,0.877599,1.3776,0.00865659,0.999097,9.6606,0.104766,0.531493,1.82277,0.033961,0.97814,0.0518204,0.137581,0.917349,-3.73357,0.165044,0.974815,1.21734,0.0240559,0.995804,All
-2.81165,0.199709,0.933595,5.78328,0.00760693,0.992425,3.78925,0.169666,0.967536,4.96525,0.00403122,0.997967,-0.895175,0.151101,0.885281,1.39214,0.00753463,0.999215,9.7766,0.108603,0.543865,1.84515,0.0325809,0.978885,0.0973797,0.129838,0.92344,-3.70994,0.144635,0.978471,1.23133,0.0221368,0.996127,All
-2.77984,0.185224,0.939716,5.84966,0.00709213,0.992913,3.81516,0.151457,0.971692,5.0192,0.00361866,0.998173,-0.845496,0.144119,0.892614,1.40668,0.00655677,0.999317,9.89259,0.112774,0.556701,1.86752,0.0312661,0.979599,0.142939,0.122324,0.929183,-3.6863,0.126193,0.981667,1.24532,0.0203752,0.996424,All
-2.74803,0.171374,0.945387,5.91604,0.00661364,0.993368,3.84106,0.134708,0.975396,5.07315,0.00324845,0.998359,-0.795817,0.137254,0.899602,1.42123,0.00570479,0.999406,10.0086,0.117324,0.570042,1.8899,0.030013,0.980284,0.188498,0.11505,0.934589,-3.66267,0.109619,0.984451,1.25932,0.0187579,0.996698,All
-2.71621,0.158174,0.950627,5.98242,0.00616881,0.993792,3.86697,0.119373,0.978684,5.12711,0.00291627,0.998525,-0.746138,0.130519,0.906253,1.43577,0.00496273,0.999483,10.1246,0.122307,0.583935,1.91228,0.0288184,0.980942,0.234058,0.108025,0.93967,-3.63903,0.094804,0.986863,1.27331,0.0172729,0.99695,All
-2.6844,0.145638,0.955457,6.0488,0.0057552,0.994188,3.89288,0.105398,0.981593,5.18106,0.00261823,0.998674,-0.69646,0.123929,0.912573,1.45031,0.00431659,0.999551,10.2406,0.127789,0.598435,1.93465,0.0276792,0.981574,0.279617,0.101258,0.944436,-3.6154,0.0816312,0.988945,1.2873,0.0159091,0.997182,All
-2.65259,0.133769,0.9599,6.11518,0.00537054,0.994557,3.91878,0.092718,0.984156,5.23501,0.00235082,0.998808,-0.646781,0.117495,0.918569,1.46486,0.00375411,0.999609,10.3566,0.133849,0.613603,1.95703,0.0265923,0.982182,0.325176,0.0947545,0.9489,-3.59176,0.0699802,0.990734,1.30129,0.0146564,0.997396,All
-2.62078,0.12257,0.963975,6.18156,0.00501272,0.994901,3.94469,0.0812656,0.986407,5.28897,0.00211089,0.998928,-0.597102,0.111228,0.92425,1.4794,0.00326459,0.99966,10.4726,0.140585,0.629512,1.97941,0.0255551,0.982765,0.370735,0.0885185,0.953074,-3.56813,0.0597287,0.992264,1.31529,0.0135054,0.997593,All
-2.58897,0.112035,0.967705,6.24794,0.00467982,0.995223,3.9706,0.0709674,0.988377,5.34292,0.00189562,0.999036,-0.547423,0.105138,0.929623,1.49395,0.00283865,0.999705,10.5886,0.14812,0.646248,2.00178,0.0245649,0.983326,0.416295,0.0825532,0.95697,-3.54449,0.0507551,0.993567,1.32928,0.0124477,0.997774,All
-2.55715,0.102158,0.971111,6.31432,0.00437001,0.995523,3.9965,0.0617476,0.990094,5.39687,0.00170247,0.999133,-0.497744,0.0992315,0.934699,1.50849,0.0024681,0.999743,10.7045,0.156607,0.663911,2.02416,0.0236194,0.983865,0.461854,0.0768597,0.9606,-3.52086,0.0429404,0.994672,1.34327,0.0114756,0.997941,All
-2.52534,0.0929258,0.974212,6.3807,0.00408165,0.995803,4.02241,0.0535292,0.991585,5.45083,0.00152917,0.99922,-0.448065,0.0935166,0.939486,1.52303,0.0021458,0.999777,10.8205,0.166245,0.682623,2.04654,0.0227161,0.984383,0.507413,0.0714378,0.963978,-3.49722,0.0361694,0.995605,1.35726,0.0105819,0.998096,All
-2.49353,0.0843227,0.97703,6.44708,0.00381319,0.996065,4.04832,0.0462351,0.992875,5.50478,0.00137366,0.999298,-0.398386,0.0879988,0.943994,1.53758,0.0018655,0.999806,10.9365,0.177294,0.702532,2.06891,0.021853,0.984882,0.552973,0.0662861,0.967114,-3.47359,0.0303323,0.996389,1.37126,0.00976008,0.998238,All
-2.46172,0.0763305,0.979583,6.51347,0.00356321,0.99631,4.07422,0.0397889,0.993988,5.55873,0.00123412,0.999369,-0.348707,0.0826823,0.948233,1.55212,0.00162177,0.999831,11.0525,0.190099,0.723821,2.09129,0.021028,0.985361,0.598532,0.061402,0.970022,-3.44995,0.0253256,0.997046,1.38525,0.00900428,0.998369,All
-2.4299,0.0689282,0.981892,6.57985,0.00333037,0.996539,4.10013,0.0341162,0.994944,5.61269,0.00110889,0.999432,-0.299028,0.0775705,0.952212,1.56666,0.00140986,0.999853,11.1685,0.205135,0.746719,2.11367,0.0202393,0.985823,0.644091,0.0567815,0.972713,-3.42632,0.0210524,0.997592,1.39924,0.008309,0.99849,All
-2.39809,0.0620927,0.983975,6.64623,0.00311347,0.996752,4.12604,0.0291454,0.995762,5.66664,0.000996507,0.999488,-0.24935,0.0726656,0.955943,1.58121,0.00122564,0.999872,11.2845,0.223072,0.771521,2.13604,0.0194849,0.986267,0.68965,0.05242,0.975199,-3.40268,0.0174234,0.998046,1.41323,0.00766926,0.998602,All
-2.36628,0.0557994,0.985849,6.71261,0.00291136,0.996952,4.15195,0.0248078,0.996459,5.72059,0.000895636,0.999539,-0.199671,0.0679688,0.959436,1.59575,0.0010655,0.999889,11.4005,0.244885,0.798618,2.15842,0.0187631,0.986695,0.73521,0.0483116,0.977493,-3.37905,0.0143567,0.99842,1.42723,0.0070805,0.998705,All
-2.33447,0.0500223,0.987531,6.77899,0.00272299,0.997139,4.17785,0.0210386,0.997052,5.77455,0.000805092,0.999585,-0.149992,0.0634802,0.9627,1.6103,0.000926294,0.999903,11.5165,0.272053,0.828537,2.1808,0.0180724,0.987107,0.780769,0.04445,0.979605,-3.35541,0.0117778,0.998728,1.44122,0.00653852,0.9988,All
-2.30266,0.0447346,0.989037,6.84537,0.00254739,0.997314,4.20376,0.0177768,0.997554,5.8285,0.000723811,0.999626,-0.100313,0.0591991,0.965746,1.62484,0.000805303,0.999916,11.6325,0.306909,0.862026,2.20317,0.0174113,0.987504,0.826328,0.0408278,0.981547,-3.33177,0.00961972,0.99898,1.45521,0.00603949,0.998888,All
-2.27084,0.0399087,0.990382,6.91175,0.00238366,0.997478,4.22967,0.0149659,0.997977,5.88245,0.000650836,0.999664,-0.050634,0.0551239,0.968585,1.63938,0.000700143,0.999927,11.7485,0.353148,0.900175,2.22555,0.0167782,0.987887,0.871888,0.0374375,0.983329,-3.30814,0.00782259,0.999186,1.4692,0.00557991,0.998969,All
-2.23903,0.0355171,0.99158,6.97813,0.00223096,0.997631,4.25557,0.0125533,0.998333,5.9364,0.000585313,0.999697,-0.000955094,0.0512523,0.971227,1.65393,0.000608746,0.999936,11.8645,0.41453,0.944557,2.24793,0.0161718,0.988255,0.917447,0.0342706,0.984962,-3.2845,0.00633327,0.999353,1.4832,0.00515656,0.999044,All
-2.20722,0.0315321,0.992646,7.04451,0.00208852,0.997774,4.28148,0.0104912,0.99863,5.99036,0.000526472,0.999727,0.0487238,0.0475812,0.973681,1.66847,0.000529312,0.999945,11.9805,0.383034,0.994771,2.2703,0.0155909,0.988611,0.963006,0.0313185,0.986455,-3.26087,0.00510498,0.999487,1.49719,0.00476649,0.999114,All
