rep,ID,time,sim_y3,censored,split,color,filter
4,8,7,2.12277,0,All,-1,0
4,8,8,0.659048,0,All,-1,0
4,8,9,1.84331,0,All,-1,0
4,8,10,1.68997,0,All,-1,0
4,8,11,0.719748,0,All,-1,0
4,8,13,-0.663156,1,All,-1,0
4,8,2,0.342833,0,All,-1,0
4,8,3,-0.0148493,0,All,-1,0
4,8,12,0.00257808,0,All,-1,0
4,8,14,-0.685022,1,All,-1,0
4,9,3,2.18668,0,All,-1,0
4,9,4,1.17889,0,All,-1,0
4,9,5,0.785204,0,All,-1,0
4,9,6,0.128923,0,All,-1,0
4,9,7,1.34064,0,All,-1,0
4,9,8,0.779768,0,All,-1,0
4,9,9,1.29557,0,All,-1,0
4,9,10,0.130336,0,All,-1,0
4,9,11,0.810679,0,All,-1,0
4,9,12,1.21652,0,All,-1,0
4,9,13,0.0138529,0,All,-1,0
4,9,14,0.345076,0,All,-1,0
4,9,-1,-1.33103,1,All,-1,0
4,9,0,-0.266787,0,All,-1,0
4,9,1,-0.76115,1,All,-1,0
4,9,2,-1.18094,1,All,-1,0
4,10,0,-0.214086,0,All,-1,0
4,10,2,-1.13775,1,All,-1,0
4,10,3,-0.13266,0,All,-1,0
4,10,4,0.653163,0,All,-1,0
4,10,5,1.40378,0,All,-1,0
4,10,6,1.4325,0,All,-1,0
4,10,7,1.29696,0,All,-1,0
4,10,8,1.88298,0,All,-1,0
4,10,9,1.85395,0,All,-1,0
4,10,10,0.297885,0,All,-1,0
4,10,-1,0.853625,0,All,-1,0
4,10,1,-0.306095,0,All,-1,0
4,10,11,1.93784,0,All,-1,0
4,10,12,-0.0956175,0,All,-1,0
4,10,13,-0.45027,1,All,-1,0
4,10,14,0.560098,0,All,-1,0
4,11,-1,-0.0202736,0,All,-1,0
4,11,0,-0.837672,1,All,-1,0
4,11,2,0.761608,0,All,-1,0
4,11,3,0.675787,0,All,-1,0
4,11,4,0.769976,0,All,-1,0
4,11,5,2.86236,0,All,-1,0
4,11,6,1.61756,0,All,-1,0
4,11,7,1.95067,0,All,-1,0
4,11,8,0.770856,0,All,-1,0
4,11,9,1.28997,0,All,-1,0
4,11,10,1.08579,0,All,-1,0
4,11,11,1.72429,0,All,-1,0
4,11,1,0.821174,0,All,-1,0
4,11,12,1.37494,0,All,-1,0
4,11,13,-0.190659,0,All,-1,0
4,11,14,1.15373,0,All,-1,0
4,12,-1,1.19544,0,All,-1,0
4,12,0,-0.397306,1,All,-1,0
4,12,7,2.67015,0,All,-1,0
4,12,8,2.47738,0,All,-1,0
4,12,9,2.85558,0,All,-1,0
4,12,10,2.05784,0,All,-1,0
4,12,11,1.52786,0,All,-1,0
4,12,1,-0.221901,0,All,-1,0
4,12,2,-0.960314,1,All,-1,0
4,12,3,-0.518137,1,All,-1,0
4,12,4,0.916362,0,All,-1,0
4,12,5,1.37362,0,All,-1,0
4,12,6,1.8282,0,All,-1,0
4,12,12,1.56056,0,All,-1,0
4,12,13,1.06387,0,All,-1,0
4,12,14,1.81489,0,All,-1,0
4,13,0,-1.19727,1,All,-1,0
