iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,dF_pop,q_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_q_exp,omega_ifn0,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_ifn0_b_exp,corr_p_b_exp,corr_q_exp_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_ifn0_beta_exp,corr_p_beta_exp,corr_q_exp_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_ifn0_delta0,corr_p_delta0,corr_q_exp_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_ifn0_h_0,corr_p_h_0,corr_q_exp_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_p_ifn0,corr_q_exp_ifn0,corr_rho_exp_ifn0,corr_sigma_ifn0,corr_tc_ifn0,corr_td_ifn0,corr_q_exp_p,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_rho_exp_q_exp,corr_sigma_q_exp,corr_tc_q_exp,corr_td_q_exp,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2
1610,1468.28,2,-3.76761,1.85832,2.9912,1.95674,-2.45623,0.621567,9.34028,0.326294,-1.28749,-1.46922,0.264269,-4.43161,0.672054,0.465478,0.449299,0.317618,1.29554,0.254522,2.02996,0.860305,1.1242,0.359296,0.429182,-0.70888,-0.814081,-0.931811,0.135633,0.610283,0.268693,-0.852054,-0.284788,-0.620165,0.272873,0.601465,0.51697,0.0511715,-0.593995,0.0663324,0.761753,0.744773,0.851701,-0.417177,0.778616,-0.289345,-0.300412,-0.504853,0.595354,0.230533,0.68296,-0.321003,-0.123209,-0.602944,-0.320573,0.813392,0.156706,0.449661,-0.1195,-0.544666,0.813729,0.244445,0.244887,-0.243254,0.710712,-0.441951,-0.868298,-0.466178,-0.253162,-0.298075,0.150747,0.324601,-0.221333,0.482215,0.564341,0.557493,-0.04787,0.715671,-0.289301,-0.655767,0.892859,0.389755
1611,1469.61,2,-3.76784,1.85794,2.99111,1.95659,-2.45606,0.621558,9.34002,0.326412,-1.28742,-1.46934,0.264293,-4.43171,0.672068,0.465815,0.449088,0.317668,1.29562,0.254534,2.02932,0.860225,1.12424,0.3594,0.429309,-0.708751,-0.814207,-0.931851,0.136703,0.610103,0.269501,-0.851934,-0.284563,-0.620317,0.273258,0.601417,0.516848,0.0502037,-0.593968,0.0653304,0.761512,0.74456,0.851968,-0.4178,0.77879,-0.290121,-0.300348,-0.505738,0.595118,0.229608,0.682537,-0.320871,-0.124034,-0.602754,-0.321257,0.813252,0.15655,0.449874,-0.119743,-0.544141,0.813683,0.243806,0.245139,-0.243275,0.710617,-0.441544,-0.868464,-0.466829,-0.254022,-0.29722,0.150262,0.324567,-0.221503,0.481755,0.564313,0.557778,-0.0483034,0.715508,-0.289473,-0.655878,0.892893,0.389776
1612,1471.4,2,-3.768,1.85778,2.99121,1.95625,-2.45595,0.621551,9.34147,0.326417,-1.28742,-1.46962,0.264294,-4.43167,0.672043,0.466123,0.448968,0.317814,1.29577,0.254548,2.02912,0.860164,1.12436,0.359412,0.429338,-0.70849,-0.814339,-0.931912,0.137376,0.60976,0.270669,-0.851783,-0.284312,-0.620141,0.273584,0.601493,0.516786,0.0492656,-0.593764,0.0643919,0.761254,0.744324,0.852071,-0.418027,0.779016,-0.290682,-0.300341,-0.506696,0.595019,0.229002,0.682211,-0.320548,-0.124489,-0.602462,-0.322425,0.813147,0.156522,0.449877,-0.120075,-0.54418,0.813268,0.243408,0.244989,-0.243789,0.710807,-0.440566,-0.868518,-0.467318,-0.254108,-0.29689,0.149297,0.324805,-0.221445,0.480911,0.564387,0.557696,-0.0486284,0.715374,-0.289412,-0.655914,0.893038,0.389771
1613,1478.37,2,-3.76822,1.85782,2.99137,1.95628,-2.45563,0.621503,9.34213,0.326533,-1.28724,-1.46973,0.264383,-4.43161,0.672109,0.466519,0.449014,0.317937,1.29588,0.254578,2.03022,0.860444,1.12453,0.359473,0.429109,-0.70831,-0.814717,-0.93198,0.138741,0.609403,0.272024,-0.851624,-0.283923,-0.620017,0.273895,0.601457,0.516815,0.0487256,-0.593917,0.0637912,0.761321,0.744213,0.851971,-0.417931,0.779393,-0.29189,-0.300499,-0.507528,0.595048,0.228172,0.681776,-0.320403,-0.125717,-0.602224,-0.323755,0.813021,0.156351,0.449866,-0.120276,-0.543436,0.812943,0.242368,0.245437,-0.244139,0.710279,-0.439326,-0.868503,-0.4675,-0.254122,-0.296642,0.148187,0.325264,-0.221328,0.479819,0.564333,0.557615,-0.0489929,0.715211,-0.28945,-0.656151,0.89297,0.389808
1614,1481.61,2,-3.76844,1.85748,2.99137,1.95638,-2.45528,0.621458,9.34372,0.326626,-1.28715,-1.46979,0.264423,-4.43142,0.672269,0.466834,0.449102,0.318024,1.296,0.254607,2.03119,0.860757,1.1248,0.359484,0.429112,-0.708224,-0.815,-0.932039,0.139242,0.609098,0.272953,-0.85148,-0.283356,-0.619792,0.274025,0.601454,0.516923,0.0487359,-0.59409,0.0629414,0.761404,0.743847,0.851876,-0.41766,0.779708,-0.292075,-0.300539,-0.50833,0.595045,0.227071,0.681368,-0.320204,-0.126323,-0.60195,-0.324718,0.812896,0.155956,0.449733,-0.12052,-0.543065,0.812276,0.241802,0.245769,-0.24402,0.710231,-0.438453,-0.868486,-0.467712,-0.254274,-0.296414,0.147443,0.325924,-0.221298,0.479339,0.564162,0.557476,-0.0491734,0.714915,-0.289159,-0.656089,0.892899,0.389806
1615,1480.38,2,-3.76854,1.85729,2.99148,1.95634,-2.45492,0.621386,9.34587,0.326755,-1.28713,-1.46982,0.264422,-4.43126,0.672668,0.467106,0.449184,0.318125,1.29618,0.254655,2.03202,0.861143,1.12512,0.359524,0.429184,-0.708101,-0.815335,-0.932048,0.139541,0.608902,0.273748,-0.851282,-0.282696,-0.619714,0.27438,0.601356,0.516807,0.049238,-0.594308,0.062388,0.761337,0.743459,0.851906,-0.417569,0.780068,-0.292081,-0.300751,-0.508852,0.595131,0.226016,0.681016,-0.320126,-0.12688,-0.601707,-0.325588,0.812691,0.155312,0.449612,-0.120901,-0.542913,0.811825,0.241922,0.247148,-0.243249,0.70966,-0.43784,-0.868628,-0.467957,-0.254555,-0.295979,0.147011,0.326794,-0.221131,0.478927,0.564034,0.557487,-0.0494002,0.714645,-0.288814,-0.656045,0.892832,0.389849
1616,1461.73,2,-3.76851,1.85751,2.99171,1.95598,-2.45474,0.621338,9.34915,0.32684,-1.28699,-1.47013,0.264452,-4.43121,0.672662,0.467485,0.449097,0.318232,1.29641,0.254723,2.03359,0.861635,1.12526,0.359595,0.429504,-0.707942,-0.815699,-0.932077,0.139884,0.608731,0.27442,-0.851052,-0.282152,-0.619658,0.274998,0.601305,0.516813,0.0497948,-0.594287,0.0621439,0.761194,0.743246,0.852006,-0.417768,0.780362,-0.292206,-0.300796,-0.509417,0.595134,0.225015,0.680771,-0.320533,-0.127234,-0.601612,-0.32632,0.81257,0.155044,0.449635,-0.121444,-0.542934,0.811396,0.24214,0.248305,-0.242624,0.709183,-0.437366,-0.868762,-0.468369,-0.254662,-0.295596,0.146843,0.327767,-0.220871,0.478227,0.564059,0.557446,-0.0497529,0.714274,-0.288346,-0.656272,0.892745,0.38986
1617,1471.11,2,-3.76837,1.85768,2.9918,1.95574,-2.4546,0.621287,9.35177,0.326934,-1.28706,-1.47029,0.264373,-4.43114,0.672647,0.467658,0.449123,0.318372,1.29659,0.254754,2.03489,0.861963,1.1255,0.359598,0.429937,-0.707903,-0.816184,-0.932135,0.140268,0.608526,0.274653,-0.850851,-0.28177,-0.619524,0.275715,0.601944,0.516974,0.0499107,-0.594081,0.0621486,0.761025,0.742896,0.852101,-0.418108,0.780766,-0.292085,-0.301429,-0.509207,0.595567,0.224846,0.680771,-0.321085,-0.127493,-0.601644,-0.326528,0.812539,0.154918,0.449526,-0.122091,-0.542889,0.811,0.242097,0.248798,-0.242282,0.709029,-0.437221,-0.868769,-0.468285,-0.254676,-0.295192,0.146954,0.3285,-0.220233,0.47763,0.564081,0.557433,-0.0502812,0.714185,-0.288242,-0.656551,0.892654,0.389913
1618,1470.97,2,-3.76803,1.85751,2.99158,1.9559,-2.45433,0.621231,9.35335,0.327157,-1.28702,-1.47007,0.264384,-4.43071,0.672542,0.467783,0.449122,0.31853,1.29672,0.254753,2.03603,0.862331,1.12569,0.359633,0.43007,-0.707784,-0.816646,-0.932208,0.141054,0.608347,0.275252,-0.850598,-0.281141,-0.619335,0.27611,0.602437,0.517202,0.0498878,-0.594131,0.061988,0.761012,0.742631,0.852399,-0.418558,0.781098,-0.292503,-0.302095,-0.509297,0.595997,0.224334,0.68057,-0.321908,-0.12815,-0.601861,-0.326878,0.812555,0.154768,0.449454,-0.122486,-0.542428,0.810989,0.241612,0.249238,-0.241863,0.708647,-0.436822,-0.868896,-0.468668,-0.255191,-0.294942,0.146703,0.329295,-0.219515,0.47757,0.564119,0.557689,-0.0505506,0.714165,-0.287919,-0.656743,0.892636,0.389972
1619,1474.51,2,-3.76779,1.8576,2.99157,1.95602,-2.45415,0.621197,9.35604,0.327342,-1.287,-1.46982,0.264391,-4.43047,0.672394,0.467599,0.449127,0.318673,1.29683,0.254772,2.03693,0.862679,1.12596,0.359706,0.42998,-0.707808,-0.817075,-0.932258,0.141424,0.608272,0.276182,-0.850267,-0.280261,-0.618973,0.276339,0.602685,0.51752,0.0499526,-0.594187,0.0614425,0.760964,0.742013,0.852493,-0.418836,0.781483,-0.292532,-0.302778,-0.509496,0.596232,0.223728,0.680286,-0.322156,-0.128378,-0.602159,-0.327496,0.812486,0.154301,0.449176,-0.122638,-0.542089,0.810666,0.241541,0.249664,-0.241375,0.708386,-0.43607,-0.869003,-0.468644,-0.25564,-0.29456,0.146268,0.329839,-0.219068,0.477382,0.563946,0.557678,-0.0507744,0.714133,-0.287785,-0.656757,0.892706,0.389969
1620,1478.42,2,-3.76757,1.85772,2.99154,1.95602,-2.45422,0.621151,9.35825,0.327504,-1.28683,-1.46944,0.264448,-4.43022,0.672245,0.467583,0.449033,0.318705,1.29692,0.254815,2.0382,0.862922,1.12603,0.359762,0.430088,-0.707887,-0.81738,-0.932339,0.142224,0.608177,0.276994,-0.850028,-0.279599,-0.618586,0.276282,0.602966,0.517872,0.0496086,-0.59421,0.0607628,0.760923,0.741457,0.852412,-0.418995,0.781678,-0.292634,-0.303055,-0.509801,0.596275,0.223158,0.679879,-0.321991,-0.129019,-0.602337,-0.32806,0.812449,0.154042,0.448896,-0.122614,-0.541338,0.810216,0.240764,0.249465,-0.241494,0.708313,-0.435382,-0.868999,-0.468527,-0.255581,-0.294256,0.14577,0.330112,-0.2189,0.477078,0.563908,0.557541,-0.0509794,0.714094,-0.288036,-0.656879,0.892583,0.390098
1621,1474.76,2,-3.76742,1.85789,2.99155,1.95616,-2.45428,0.621121,9.35992,0.327698,-1.28672,-1.46893,0.264404,-4.42999,0.672044,0.467503,0.448996,0.318725,1.29696,0.254838,2.03921,0.863023,1.12609,0.359726,0.4302,-0.708015,-0.817661,-0.932387,0.14305,0.608034,0.277513,-0.849748,-0.278792,-0.61809,0.276123,0.60353,0.518351,0.0490016,-0.594087,0.0601547,0.760914,0.740797,0.852274,-0.419053,0.781801,-0.292638,-0.303232,-0.509971,0.596306,0.222587,0.679565,-0.321869,-0.129541,-0.602608,-0.328281,0.812388,0.153686,0.448475,-0.12251,-0.540524,0.809699,0.239954,0.249305,-0.241942,0.708528,-0.434805,-0.868953,-0.468297,-0.255182,-0.294148,0.145626,0.330629,-0.218671,0.476638,0.563875,0.557286,-0.0511031,0.713861,-0.288196,-0.657133,0.892542,0.390186
1622,1472.13,2,-3.76711,1.858,2.99149,1.95626,-2.45428,0.62109,9.36105,0.327954,-1.28682,-1.4684,0.264417,-4.42982,0.671756,0.467283,0.4489,0.318821,1.29703,0.254842,2.03968,0.863143,1.12612,0.359812,0.430168,-0.708084,-0.817969,-0.932405,0.143629,0.607895,0.278095,-0.849436,-0.278196,-0.617803,0.276149,0.604094,0.5186,0.0483978,-0.593784,0.0595891,0.760715,0.74034,0.852419,-0.419403,0.781933,-0.293067,-0.303559,-0.510319,0.596312,0.22216,0.679417,-0.321963,-0.129963,-0.602927,-0.328605,0.812275,0.153342,0.448172,-0.122441,-0.539877,0.809857,0.239509,0.249355,-0.242233,0.708281,-0.434192,-0.868994,-0.468189,-0.255043,-0.293964,0.145461,0.33117,-0.218526,0.476253,0.56391,0.557038,-0.051233,0.713591,-0.288203,-0.657396,0.892546,0.390259
1623,1482.33,2,-3.76668,1.8584,2.99127,1.95642,-2.45432,0.62107,9.36331,0.32819,-1.28693,-1.46782,0.264469,-4.42959,0.671665,0.467174,0.448682,0.318928,1.2971,0.254834,2.03943,0.863257,1.12629,0.35976,0.429991,-0.708376,-0.818336,-0.932385,0.144194,0.607818,0.278693,-0.849235,-0.277491,-0.617412,0.276047,0.604852,0.519074,0.04747,-0.593616,0.0587302,0.76074,0.739716,0.852505,-0.419477,0.782254,-0.292504,-0.304472,-0.509848,0.596816,0.221814,0.67894,-0.321379,-0.130139,-0.603229,-0.328828,0.812259,0.152851,0.447736,-0.122224,-0.538989,0.809823,0.239051,0.249129,-0.242807,0.708195,-0.433385,-0.868952,-0.467803,-0.254841,-0.29365,0.145088,0.331591,-0.218354,0.475807,0.563753,0.556849,-0.0512023,0.713422,-0.288143,-0.657573,0.892498,0.39032
1624,1475.38,2,-3.76627,1.85866,2.99113,1.9564,-2.45449,0.621052,9.36526,0.32841,-1.28679,-1.46753,0.264521,-4.4297,0.671542,0.46723,0.448442,0.31893,1.2972,0.254865,2.03879,0.863249,1.12615,0.359762,0.429754,-0.708519,-0.818762,-0.932369,0.144933,0.607719,0.279087,-0.848982,-0.276426,-0.617237,0.275915,0.605368,0.519348,0.0463581,-0.593221,0.0578438,0.760457,0.738915,0.852595,-0.419429,0.782599,-0.292812,-0.304978,-0.509721,0.597102,0.22112,0.678694,-0.32103,-0.130591,-0.60352,-0.328831,0.812284,0.152183,0.447584,-0.121975,-0.538033,0.809471,0.238222,0.248672,-0.243584,0.708543,-0.432722,-0.868883,-0.466999,-0.254412,-0.293756,0.144969,0.331884,-0.218519,0.475627,0.563148,0.556572,-0.0510368,0.713038,-0.28775,-0.657544,0.892544,0.390377
1625,1466.42,2,-3.76603,1.85943,2.99145,1.95592,-2.45483,0.621058,9.36953,0.328515,-1.28679,-1.46747,0.264523,-4.42984,0.671321,0.467192,0.448291,0.318953,1.2974,0.254884,2.03798,0.863354,1.12631,0.359599,0.42977,-0.708568,-0.819185,-0.932407,0.145274,0.607557,0.279746,-0.848637,-0.275438,-0.616981,0.275949,0.605879,0.519601,0.0457805,-0.592815,0.0567843,0.76008,0.738102,0.852665,-0.419542,0.782796,-0.292633,-0.305305,-0.509891,0.59711,0.220466,0.678622,-0.320864,-0.130818,-0.603765,-0.328766,0.812271,0.151719,0.447466,-0.122064,-0.537505,0.80949,0.23801,0.248667,-0.243823,0.708617,-0.432428,-0.86893,-0.466603,-0.254123,-0.293591,0.144967,0.332198,-0.218969,0.475845,0.562758,0.556195,-0.0509707,0.712681,-0.287153,-0.657394,0.892532,0.390436
1626,1475.53,2,-3.76568,1.85985,2.99169,1.95556,-2.45508,0.621056,9.37414,0.328767,-1.2867,-1.46723,0.264513,-4.4298,0.671003,0.46706,0.448131,0.318933,1.2976,0.254894,2.03747,0.863512,1.1265,0.35948,0.429905,-0.708414,-0.8195,-0.932424,0.14534,0.607175,0.280348,-0.84833,-0.274328,-0.61654,0.275985,0.606193,0.51959,0.0452496,-0.592284,0.0558029,0.759666,0.737298,0.85277,-0.4196,0.782944,-0.291937,-0.305536,-0.509878,0.597183,0.219833,0.678502,-0.320572,-0.130515,-0.603798,-0.328639,0.81227,0.151044,0.447172,-0.122074,-0.537412,0.809478,0.23808,0.248898,-0.243668,0.708967,-0.43224,-0.868903,-0.466298,-0.253918,-0.293694,0.144895,0.332396,-0.219255,0.476305,0.562303,0.555931,-0.0509577,0.712464,-0.28668,-0.657053,0.892553,0.39046
1627,1475.01,2,-3.76531,1.8597,2.99183,1.95524,-2.45524,0.621025,9.378,0.329092,-1.28698,-1.46697,0.264481,-4.42959,0.670863,0.467032,0.447912,0.318951,1.29788,0.254924,2.03785,0.863413,1.12648,0.359422,0.429678,-0.708337,-0.819679,-0.932507,0.14611,0.607139,0.280782,-0.848109,-0.273562,-0.616353,0.276018,0.606365,0.519705,0.0445106,-0.59217,0.0553592,0.759397,0.736745,0.852825,-0.419546,0.783106,-0.291987,-0.30581,-0.509791,0.597211,0.219389,0.678414,-0.320433,-0.131047,-0.603892,-0.328753,0.812242,0.150634,0.447185,-0.122276,-0.536699,0.809647,0.237557,0.249107,-0.244097,0.709088,-0.43201,-0.868909,-0.465988,-0.253789,-0.293619,0.144786,0.332555,-0.219636,0.476654,0.562047,0.555731,-0.0510326,0.712154,-0.286575,-0.657232,0.89251,0.390515
1628,1473.73,2,-3.76508,1.85925,2.9919,1.95521,-2.45535,0.620999,9.38108,0.329518,-1.28703,-1.4666,0.264551,-4.42923,0.670679,0.467053,0.447791,0.318998,1.29814,0.25494,2.03761,0.863464,1.12637,0.359446,0.429479,-0.708483,-0.819714,-0.932511,0.147112,0.606897,0.280949,-0.847937,-0.27306,-0.616168,0.275991,0.607066,0.520039,0.0434895,-0.591933,0.0550016,0.75932,0.736326,0.852938,-0.419702,0.783029,-0.29255,-0.30584,-0.509522,0.597291,0.219706,0.678745,-0.320668,-0.131939,-0.603815,-0.328752,0.812208,0.150324,0.447105,-0.122262,-0.535937,0.809866,0.236625,0.24867,-0.244823,0.709278,-0.431858,-0.868735,-0.465378,-0.25342,-0.293759,0.144832,0.3329,-0.219613,0.476496,0.561828,0.555603,-0.0511551,0.712161,-0.286862,-0.657504,0.89249,0.390591
1629,1469.24,2,-3.76477,1.85892,2.99204,1.95499,-2.45558,0.620971,9.38422,0.329835,-1.28704,-1.46627,0.264523,-4.42901,0.670827,0.467242,0.447594,0.319067,1.29851,0.254963,2.03801,0.863628,1.12626,0.359467,0.429366,-0.708476,-0.819954,-0.932509,0.148223,0.606772,0.281206,-0.847823,-0.272584,-0.616344,0.27636,0.607434,0.519974,0.0425497,-0.591675,0.0547703,0.759244,0.736256,0.853121,-0.419973,0.783049,-0.293121,-0.306206,-0.50923,0.59753,0.219742,0.678949,-0.320862,-0.132896,-0.603881,-0.328745,0.812164,0.149753,0.447176,-0.122554,-0.535223,0.809846,0.235727,0.248115,-0.24591,0.709698,-0.431656,-0.868715,-0.464822,-0.253201,-0.293776,0.144882,0.333039,-0.219827,0.476504,0.561491,0.55564,-0.0513811,0.711989,-0.287024,-0.657903,0.89245,0.390684
1630,1463.3,2,-3.76466,1.85885,2.99225,1.95473,-2.45554,0.620905,9.3876,0.330061,-1.28695,-1.46633,0.264572,-4.42886,0.670904,0.467654,0.447505,0.319168,1.29882,0.255035,2.0382,0.863704,1.12634,0.359541,0.4293,-0.708537,-0.82036,-0.932464,0.1495,0.606601,0.281678,-0.847673,-0.271985,-0.616483,0.276299,0.608021,0.519901,0.0416838,-0.591445,0.0544258,0.759187,0.735925,0.853223,-0.420046,0.78319,-0.293456,-0.306793,-0.508757,0.598006,0.219775,0.679138,-0.320675,-0.133986,-0.603954,-0.329022,0.812068,0.149103,0.447139,-0.122265,-0.534421,0.810221,0.234692,0.24782,-0.246716,0.709892,-0.431322,-0.868686,-0.464417,-0.253011,-0.294,0.144679,0.333188,-0.220136,0.476485,0.561167,0.555762,-0.0513346,0.711801,-0.287212,-0.658079,0.892331,0.390759
1631,1468.49,2,-3.76459,1.85847,2.99248,1.95473,-2.45544,0.620848,9.39007,0.330307,-1.28691,-1.46635,0.264585,-4.42865,0.670965,0.4679,0.447468,0.319189,1.29919,0.255077,2.03853,0.86371,1.12629,0.359577,0.429418,-0.708658,-0.820354,-0.932457,0.150456,0.606359,0.281923,-0.847532,-0.271496,-0.616676,0.276158,0.608202,0.519961,0.0414418,-0.591307,0.0542184,0.759163,0.735584,0.853381,-0.419839,0.782996,-0.293927,-0.306432,-0.508736,0.597773,0.219201,0.679164,-0.320496,-0.135056,-0.603844,-0.329151,0.811971,0.148595,0.447226,-0.122045,-0.534131,0.81027,0.234043,0.247903,-0.246957,0.709816,-0.431219,-0.868574,-0.46397,-0.252923,-0.2944,0.144619,0.333231,-0.220306,0.476505,0.560883,0.555941,-0.0510824,0.711669,-0.287116,-0.658046,0.892275,0.390775
1632,1481.34,2,-3.76449,1.85788,2.99273,1.95444,-2.45544,0.620783,9.39302,0.330498,-1.28693,-1.46664,0.264588,-4.42851,0.671046,0.468231,0.44737,0.31922,1.29955,0.255149,2.04016,0.863501,1.12615,0.359811,0.429613,-0.708733,-0.820333,-0.932458,0.15048,0.606134,0.282009,-0.847539,-0.271184,-0.616782,0.276065,0.608317,0.519991,0.0416611,-0.591187,0.0539026,0.759104,0.735402,0.853515,-0.419701,0.782807,-0.293932,-0.306004,-0.508805,0.59771,0.21881,0.679152,-0.320467,-0.135271,-0.603612,-0.329143,0.812005,0.148285,0.44724,-0.121946,-0.534143,0.810515,0.234027,0.248111,-0.246956,0.709643,-0.431383,-0.868512,-0.463858,-0.252759,-0.294756,0.144539,0.333214,-0.220606,0.476885,0.560518,0.555874,-0.0507301,0.711516,-0.286898,-0.658091,0.892375,0.390822
1633,1480.48,2,-3.76427,1.8575,2.99286,1.9544,-2.45511,0.620675,9.39522,0.330713,-1.28716,-1.467,0.264568,-4.42835,0.67107,0.468644,0.447271,0.319286,1.3,0.255236,2.04119,0.863603,1.12642,0.359897,0.429822,-0.70872,-0.820273,-0.932452,0.150356,0.605952,0.28201,-0.84753,-0.270792,-0.616913,0.276083,0.60855,0.519879,0.0416819,-0.591098,0.0536093,0.758948,0.735075,0.853776,-0.419797,0.782599,-0.293522,-0.305895,-0.508775,0.597717,0.218456,0.679193,-0.320484,-0.135123,-0.603398,-0.329072,0.812043,0.147909,0.447298,-0.121847,-0.534413,0.810564,0.234044,0.247859,-0.247179,0.709758,-0.431525,-0.868443,-0.463789,-0.253016,-0.294857,0.144385,0.332974,-0.220857,0.477128,0.560215,0.556009,-0.0506216,0.711306,-0.286729,-0.658211,0.892519,0.390884
1634,1474.82,2,-3.76413,1.85732,2.99305,1.95461,-2.45476,0.620575,9.39684,0.330835,-1.28729,-1.46728,0.264488,-4.42826,0.670918,0.468965,0.447225,0.319306,1.3002,0.255291,2.04223,0.86353,1.12634,0.359935,0.429663,-0.708684,-0.820309,-0.932486,0.150815,0.605812,0.282544,-0.847499,-0.269966,-0.616706,0.276121,0.609107,0.519826,0.0410779,-0.590874,0.052757,0.758854,0.73474,0.853889,-0.420287,0.782501,-0.293568,-0.306261,-0.508737,0.598021,0.218332,0.679349,-0.320498,-0.135574,-0.603225,-0.329562,0.812062,0.147041,0.447104,-0.121794,-0.534058,0.810371,0.233545,0.24765,-0.247718,0.709324,-0.43102,-0.868398,-0.463129,-0.252673,-0.294905,0.143666,0.332467,-0.221725,0.47706,0.55955,0.555807,-0.0507088,0.711079,-0.287132,-0.658701,0.892488,0.390914
1635,1473.94,2,-3.76391,1.85712,2.99339,1.95471,-2.45442,0.620464,9.39875,0.330965,-1.28729,-1.46767,0.264504,-4.42829,0.670847,0.469313,0.447155,0.319348,1.30046,0.255379,2.04225,0.863564,1.12614,0.359924,0.429631,-0.708611,-0.8205,-0.932522,0.151501,0.605642,0.283332,-0.847512,-0.269163,-0.61644,0.276178,0.609212,0.519755,0.0404758,-0.590645,0.0519953,0.75875,0.734259,0.853865,-0.420466,0.782829,-0.294043,-0.306309,-0.509152,0.598389,0.217856,0.67922,-0.320638,-0.136132,-0.602974,-0.330234,0.812112,0.146331,0.446962,-0.121795,-0.533633,0.810317,0.232752,0.247225,-0.248252,0.709331,-0.430608,-0.868322,-0.462558,-0.252309,-0.294884,0.14275,0.332029,-0.22231,0.477216,0.558897,0.55566,-0.0508114,0.710809,-0.287229,-0.65886,0.892409,0.39095
1636,1485.87,2,-3.76391,1.85714,2.99373,1.9547,-2.45417,0.620361,9.40029,0.331096,-1.28716,-1.46801,0.264555,-4.4283,0.670846,0.469507,0.44707,0.31942,1.30062,0.25547,2.04197,0.863499,1.12609,0.359986,0.429755,-0.708561,-0.820725,-0.932511,0.151679,0.605543,0.284207,-0.847454,-0.268594,-0.616166,0.276106,0.609433,0.519684,0.0402303,-0.590306,0.051062,0.758544,0.733798,0.853832,-0.420448,0.78298,-0.293991,-0.306273,-0.509723,0.598583,0.217552,0.679121,-0.320639,-0.135953,-0.602778,-0.330998,0.812086,0.145845,0.4467,-0.121581,-0.533448,0.809708,0.232554,0.246992,-0.248521,0.70949,-0.430135,-0.868259,-0.462084,-0.251756,-0.294939,0.141859,0.331447,-0.223191,0.477292,0.558493,0.555384,-0.0506985,0.710657,-0.287041,-0.658922,0.892445,0.391035
1637,1482.26,2,-3.76414,1.85684,2.99404,1.9545,-2.45395,0.62027,9.40223,0.331277,-1.28724,-1.46843,0.264593,-4.42832,0.670683,0.469839,0.446953,0.319428,1.3008,0.255543,2.0421,0.863402,1.12594,0.360061,0.429598,-0.70864,-0.820944,-0.932491,0.152036,0.605286,0.285434,-0.84748,-0.268188,-0.615932,0.276228,0.609769,0.519682,0.0392782,-0.589772,0.0496816,0.758437,0.7332,0.853708,-0.420855,0.783063,-0.294447,-0.305992,-0.51063,0.598887,0.217431,0.679125,-0.32086,-0.135957,-0.602568,-0.332044,0.812127,0.145482,0.446433,-0.121607,-0.533202,0.809227,0.231707,0.245936,-0.249501,0.709848,-0.429353,-0.868012,-0.461305,-0.250948,-0.294965,0.140355,0.330375,-0.224413,0.477455,0.558112,0.555249,-0.0510369,0.710631,-0.287374,-0.65925,0.892551,0.391125
1638,1476.11,2,-3.76416,1.85648,2.99412,1.95453,-2.45355,0.620161,9.40428,0.331451,-1.28724,-1.46886,0.26456,-4.42814,0.670535,0.470147,0.446837,0.319432,1.30094,0.255637,2.04289,0.863253,1.12565,0.360173,0.429369,-0.708516,-0.820922,-0.932508,0.152472,0.605003,0.286654,-0.847435,-0.267776,-0.615604,0.276154,0.609891,0.519549,0.0382628,-0.58925,0.0481639,0.757993,0.732804,0.853765,-0.42148,0.782985,-0.29505,-0.305196,-0.511836,0.598564,0.217088,0.679161,-0.32115,-0.136293,-0.602207,-0.333094,0.812184,0.145321,0.446297,-0.121637,-0.533003,0.809198,0.231116,0.244941,-0.250372,0.709779,-0.428847,-0.867822,-0.460997,-0.250501,-0.294718,0.1389,0.32917,-0.22567,0.477688,0.557738,0.554887,-0.0511344,0.710589,-0.287762,-0.659499,0.892551,0.391201
