iteration,E_beta_exp,sd_beta_exp,E_delta0,sd_delta0,E_p,sd_p,E_td,sd_td,E_b_exp,sd_b_exp,E_h_0,sd_h_0,E_tc,sd_tc,E_sigma,sd_sigma,E_rho_exp,sd_rho_exp,E_q_exp,sd_q_exp,E_ifn0,sd_ifn0
117,-3.81185,0.256004,1.97099,0.240017,3.00692,0.184063,2.1241,0.0866728,-2.37229,0.420767,0.631017,0.103444,7.93065,0.764432,0.480145,0.366114,-1.5293,0.416053,-4.41887,0.192106,0.450324,0.232132
118,-3.81228,0.256195,1.97144,0.239928,3.00688,0.184034,2.12383,0.0867647,-2.3724,0.421283,0.631074,0.103483,7.92914,0.766003,0.480055,0.365944,-1.52875,0.416359,-4.41872,0.19203,0.450184,0.232217
119,-3.81259,0.256252,1.97155,0.239937,3.00681,0.183938,2.12353,0.0868076,-2.37257,0.421775,0.631133,0.103494,7.92737,0.768309,0.480042,0.366103,-1.52825,0.416653,-4.41865,0.192094,0.45014,0.232421
120,-3.8128,0.256305,1.97113,0.240042,3.00671,0.183825,2.12327,0.0870141,-2.37261,0.422078,0.631166,0.103454,7.92664,0.76991,0.480021,0.366259,-1.52822,0.416775,-4.41861,0.192214,0.45008,0.232366
121,-3.81287,0.256216,1.97098,0.240194,3.00657,0.183747,2.1229,0.0872751,-2.37281,0.422261,0.631203,0.103445,7.92594,0.77226,0.480117,0.366267,-1.52818,0.416568,-4.4186,0.192369,0.450043,0.232546
122,-3.81267,0.256275,1.97119,0.240132,3.0064,0.183645,2.12242,0.0876233,-2.37289,0.422061,0.631223,0.103407,7.92427,0.773679,0.480392,0.366586,-1.52803,0.416321,-4.41866,0.192491,0.450007,0.232803
123,-3.81262,0.256077,1.97111,0.24003,3.00638,0.183535,2.12212,0.0879502,-2.37313,0.421887,0.631228,0.103337,7.92266,0.774627,0.480473,0.366823,-1.52767,0.416282,-4.41865,0.192766,0.449906,0.233113
124,-3.81261,0.255842,1.97099,0.239898,3.00637,0.183621,2.12181,0.0883734,-2.37341,0.421729,0.631256,0.103302,7.92068,0.775888,0.48049,0.367037,-1.52729,0.416129,-4.41876,0.192902,0.449932,0.233592
125,-3.81243,0.255781,1.97082,0.239731,3.00618,0.183633,2.12157,0.0886828,-2.37376,0.421529,0.631292,0.103256,7.9179,0.776528,0.48073,0.36719,-1.52681,0.415981,-4.41884,0.19299,0.449941,0.233535
126,-3.81242,0.25568,1.97044,0.23965,3.00612,0.183873,2.12153,0.0888912,-2.37402,0.421297,0.631326,0.10318,7.91655,0.777589,0.481,0.367207,-1.52642,0.415961,-4.41884,0.193072,0.449999,0.233577
127,-3.81221,0.255762,1.97014,0.239492,3.00577,0.184185,2.12147,0.0892967,-2.37424,0.421146,0.631339,0.103105,7.91436,0.778704,0.481065,0.367102,-1.52571,0.416098,-4.41887,0.193015,0.450038,0.233722
128,-3.81202,0.255958,1.96964,0.239271,3.00554,0.184355,2.12164,0.0894447,-2.37446,0.421074,0.631395,0.103049,7.91404,0.779745,0.481098,0.36711,-1.52517,0.416097,-4.41893,0.19302,0.449942,0.233661
129,-3.81196,0.256062,1.96952,0.239295,3.00522,0.184642,2.12166,0.0894138,-2.37471,0.421006,0.631451,0.103017,7.91326,0.780532,0.481159,0.367187,-1.52456,0.416082,-4.4189,0.193147,0.449858,0.23348
130,-3.81205,0.255975,1.96937,0.239257,3.00499,0.184676,2.12163,0.0895032,-2.37504,0.420977,0.63151,0.102973,7.91214,0.78108,0.481391,0.367429,-1.52378,0.415775,-4.41899,0.193121,0.4498,0.233441
131,-3.81197,0.255845,1.96957,0.239235,3.00474,0.184581,2.12161,0.0895022,-2.37543,0.42088,0.631603,0.102926,7.91159,0.78186,0.481462,0.367672,-1.52301,0.415475,-4.4192,0.193115,0.449834,0.233561
132,-3.81197,0.255633,1.96965,0.239174,3.00443,0.18447,2.12147,0.0894892,-2.37555,0.420618,0.631674,0.102877,7.91162,0.781823,0.481291,0.367746,-1.52232,0.415057,-4.4192,0.193153,0.449776,0.233519
133,-3.81177,0.255482,1.96968,0.239067,3.00417,0.184396,2.12151,0.0895133,-2.37571,0.420353,0.631705,0.102765,7.91258,0.781854,0.481189,0.367458,-1.52181,0.414529,-4.41906,0.193315,0.449752,0.233657
134,-3.81161,0.255331,1.97011,0.239198,3.00389,0.184515,2.12145,0.089584,-2.37582,0.42006,0.631746,0.102661,7.91436,0.782374,0.481075,0.367139,-1.52137,0.414133,-4.419,0.193386,0.449739,0.233639
135,-3.81146,0.254982,1.97086,0.239605,3.00368,0.18468,2.12118,0.0896525,-2.37617,0.419836,0.631787,0.102577,7.91594,0.78248,0.481139,0.366908,-1.52079,0.413904,-4.41917,0.193438,0.449737,0.233496
136,-3.81122,0.254568,1.97166,0.239817,3.00335,0.184723,2.12091,0.0897416,-2.37635,0.419597,0.631832,0.102476,7.91849,0.783209,0.481159,0.366557,-1.52015,0.413398,-4.41929,0.19364,0.449624,0.233437
137,-3.81104,0.254301,1.97224,0.240047,3.00299,0.184815,2.12075,0.0897704,-2.37667,0.419461,0.631889,0.102399,7.91983,0.783061,0.481158,0.366294,-1.51949,0.413067,-4.41935,0.193695,0.449676,0.233344
138,-3.81065,0.254077,1.97298,0.240286,3.00269,0.184831,2.12045,0.0898246,-2.37707,0.419345,0.631962,0.102337,7.92156,0.783013,0.481361,0.366273,-1.51904,0.412821,-4.41936,0.193515,0.449735,0.233207
139,-3.8104,0.253884,1.9734,0.240339,3.00245,0.184712,2.12002,0.0898677,-2.37774,0.419463,0.632056,0.10233,7.92324,0.78231,0.481542,0.366171,-1.51816,0.412593,-4.41941,0.193742,0.449682,0.233391
140,-3.81009,0.253516,1.97376,0.240567,3.00217,0.184714,2.11975,0.0898832,-2.37846,0.41941,0.632156,0.102335,7.92464,0.781498,0.481735,0.366194,-1.51723,0.412246,-4.4195,0.193958,0.449593,0.233439
141,-3.80986,0.253205,1.97433,0.240679,3.00201,0.184695,2.11949,0.0900206,-2.37901,0.419419,0.632243,0.102375,7.926,0.781114,0.482008,0.366253,-1.51622,0.412064,-4.41938,0.194035,0.449553,0.233634
142,-3.8096,0.252982,1.97492,0.240946,3.00186,0.184689,2.11923,0.0900626,-2.37969,0.419674,0.632349,0.102405,7.92623,0.780489,0.482198,0.366242,-1.51536,0.411749,-4.41933,0.194076,0.449535,0.233551
143,-3.80924,0.252705,1.97553,0.241307,3.0017,0.184612,2.11905,0.0901391,-2.38049,0.419842,0.632438,0.102434,7.92702,0.781198,0.482264,0.366266,-1.51476,0.411655,-4.41917,0.19412,0.449543,0.233676
144,-3.80881,0.252559,1.97597,0.241532,3.00147,0.184552,2.11871,0.0902688,-2.38126,0.419915,0.632536,0.102413,7.92793,0.781524,0.482375,0.366352,-1.51404,0.411479,-4.41902,0.194262,0.449575,0.233703
145,-3.80828,0.252387,1.97619,0.241615,3.00118,0.184497,2.1186,0.0903861,-2.38199,0.419946,0.632617,0.102406,7.92919,0.783188,0.482524,0.366139,-1.51343,0.411196,-4.41898,0.194396,0.449516,0.233819
146,-3.80777,0.252153,1.97647,0.241853,3.00091,0.184484,2.11845,0.0905051,-2.38265,0.41992,0.632685,0.102377,7.93078,0.783396,0.48247,0.3657,-1.51274,0.410791,-4.419,0.19447,0.449486,0.233543
147,-3.80745,0.25195,1.97695,0.24231,3.00057,0.184572,2.11836,0.0905568,-2.38316,0.419857,0.632743,0.102381,7.93183,0.783638,0.482448,0.365025,-1.51206,0.41036,-4.41899,0.194608,0.449415,0.233471
148,-3.80712,0.251861,1.97714,0.242514,3.00024,0.184642,2.11815,0.090674,-2.38361,0.419916,0.632802,0.102378,7.93311,0.78373,0.482359,0.364505,-1.51145,0.409987,-4.41899,0.194632,0.449375,0.233467
149,-3.80682,0.251704,1.97713,0.242675,2.99976,0.18466,2.11803,0.0907467,-2.38386,0.419807,0.632858,0.102321,7.93379,0.783961,0.482367,0.364229,-1.51079,0.409573,-4.41896,0.194563,0.449238,0.233347
150,-3.8065,0.251532,1.97758,0.242735,2.99947,0.184631,2.11785,0.0908668,-2.38414,0.419765,0.632902,0.102285,7.9339,0.784527,0.482496,0.364225,-1.51032,0.40907,-4.4191,0.194489,0.449141,0.233483
151,-3.8063,0.251431,1.97796,0.242857,2.9991,0.184585,2.11764,0.0909474,-2.38452,0.419649,0.63298,0.102225,7.93525,0.784745,0.482509,0.363991,-1.50943,0.408837,-4.41903,0.194739,0.449045,0.233507
152,-3.80604,0.251452,1.97826,0.243009,2.99876,0.184463,2.11727,0.090997,-2.38495,0.419694,0.633058,0.102181,7.93478,0.784708,0.482529,0.363991,-1.5088,0.408585,-4.4191,0.194881,0.448948,0.23354
153,-3.80596,0.251305,1.97868,0.243021,2.99856,0.184314,2.11688,0.0910121,-2.38548,0.419674,0.633138,0.102142,7.93551,0.784086,0.482509,0.363891,-1.50821,0.408585,-4.41913,0.194957,0.448768,0.233488
154,-3.80573,0.251233,1.97902,0.243085,2.99836,0.184195,2.11653,0.0910699,-2.38601,0.419609,0.633212,0.102104,7.93634,0.783863,0.482533,0.363889,-1.5076,0.408704,-4.41912,0.194923,0.448669,0.233454
155,-3.80548,0.251117,1.97897,0.242985,2.99788,0.184221,2.11619,0.0911155,-2.38648,0.419483,0.633304,0.102048,7.93679,0.78329,0.482497,0.363611,-1.50698,0.408902,-4.41919,0.194824,0.448598,0.233282
156,-3.80534,0.251017,1.97893,0.242812,2.99765,0.184223,2.11565,0.091231,-2.38701,0.419368,0.633375,0.102005,7.93672,0.783017,0.482475,0.363421,-1.50645,0.409157,-4.41917,0.194707,0.448474,0.233084
157,-3.80534,0.251004,1.97874,0.242587,2.99762,0.18426,2.11519,0.0913845,-2.38751,0.419255,0.633446,0.101987,7.93631,0.782704,0.482409,0.363271,-1.50629,0.409293,-4.41932,0.194624,0.44834,0.233024
158,-3.80533,0.251065,1.9789,0.242652,2.99767,0.184497,2.11482,0.0915627,-2.38803,0.419214,0.633509,0.101967,7.93619,0.782715,0.48233,0.363139,-1.50601,0.409304,-4.41925,0.194687,0.448212,0.232991
159,-3.80517,0.25116,1.97908,0.242724,2.99769,0.184658,2.11455,0.0918432,-2.38844,0.419211,0.633557,0.101951,7.93688,0.78264,0.482413,0.363062,-1.5058,0.409411,-4.41914,0.194857,0.448083,0.233019
160,-3.80481,0.251303,1.97946,0.242714,2.99757,0.184879,2.11439,0.0918887,-2.38875,0.41907,0.633598,0.10192,7.93887,0.782391,0.482567,0.363141,-1.50541,0.409514,-4.41911,0.194794,0.448027,0.233078
161,-3.80452,0.251573,1.97993,0.242788,2.99744,0.185104,2.1142,0.0919604,-2.38909,0.419058,0.633635,0.101931,7.94061,0.782564,0.482668,0.363177,-1.50509,0.409549,-4.41909,0.194762,0.44794,0.233154
162,-3.80419,0.25175,1.98004,0.242921,2.99735,0.185287,2.11415,0.0919501,-2.3894,0.419202,0.633676,0.101939,7.94065,0.782504,0.482631,0.363374,-1.50485,0.409644,-4.41901,0.194749,0.447981,0.233535
163,-3.80391,0.251789,1.98001,0.243065,2.99723,0.185385,2.11403,0.0919208,-2.38954,0.419239,0.63368,0.101931,7.94047,0.782211,0.48263,0.363283,-1.50456,0.40951,-4.41886,0.194883,0.447951,0.233872
164,-3.80385,0.251877,1.98014,0.243131,2.99712,0.185594,2.11395,0.0919284,-2.38964,0.419301,0.633697,0.101908,7.94028,0.782101,0.482442,0.36343,-1.50432,0.409345,-4.41863,0.195103,0.447889,0.233956
165,-3.80385,0.251916,1.97988,0.243211,2.99694,0.185757,2.11383,0.0919826,-2.38952,0.419489,0.633701,0.101944,7.94052,0.782313,0.482305,0.363481,-1.50408,0.409122,-4.41857,0.195183,0.447983,0.234075
166,-3.80393,0.252009,1.97973,0.243443,2.99687,0.1859,2.11367,0.0920594,-2.38926,0.419725,0.633679,0.101996,7.9409,0.782433,0.482176,0.363306,-1.5041,0.409067,-4.41844,0.195382,0.448214,0.234361
167,-3.80388,0.252085,1.9796,0.24351,2.99686,0.185805,2.11386,0.0920879,-2.38911,0.419966,0.63366,0.102021,7.94108,0.782187,0.482097,0.363163,-1.50438,0.408982,-4.41837,0.195746,0.448412,0.234661
168,-3.80392,0.25207,1.97989,0.243681,2.99685,0.185687,2.11401,0.0920376,-2.3891,0.420071,0.633655,0.102032,7.94173,0.781901,0.482033,0.363078,-1.50456,0.408678,-4.41813,0.196062,0.448644,0.235003
169,-3.80378,0.252087,1.97989,0.243793,2.99684,0.185666,2.11397,0.0919585,-2.38912,0.420138,0.633641,0.102052,7.94203,0.781852,0.481954,0.362917,-1.50451,0.408333,-4.41802,0.196224,0.448855,0.235292
170,-3.80367,0.252274,1.98005,0.243888,2.99681,0.185761,2.11397,0.0918688,-2.38908,0.420166,0.633617,0.102042,7.94174,0.781588,0.481904,0.362935,-1.50458,0.408236,-4.41794,0.196371,0.448863,0.235188
171,-3.80348,0.252478,1.98029,0.244169,2.99673,0.185668,2.11393,0.0918479,-2.38899,0.420524,0.633592,0.102072,7.94185,0.781803,0.481823,0.363131,-1.50483,0.408233,-4.41775,0.196644,0.448998,0.235138
172,-3.80315,0.252542,1.97994,0.244372,2.99663,0.185638,2.1139,0.0918415,-2.38893,0.420587,0.63355,0.102115,7.94156,0.78227,0.481809,0.36321,-1.505,0.408245,-4.41751,0.196825,0.449082,0.235154
173,-3.80279,0.252507,1.97964,0.244324,2.99652,0.185576,2.11387,0.0918241,-2.38884,0.420663,0.633503,0.10215,7.94057,0.782386,0.481917,0.363325,-1.50488,0.408396,-4.41742,0.196886,0.449167,0.235167
174,-3.8025,0.252456,1.97967,0.244374,2.9964,0.185603,2.1139,0.0917981,-2.38882,0.420852,0.633467,0.102162,7.93958,0.782369,0.481956,0.363375,-1.50489,0.408405,-4.41724,0.196893,0.449171,0.235252
175,-3.80224,0.252495,1.97949,0.244244,2.9964,0.18567,2.11385,0.0917745,-2.38901,0.42086,0.633444,0.102161,7.93877,0.782124,0.481888,0.363632,-1.50491,0.408403,-4.41726,0.196918,0.449202,0.235182
176,-3.80187,0.252587,1.97909,0.244112,2.99639,0.185722,2.11386,0.0918238,-2.38925,0.420965,0.633423,0.102156,7.93795,0.781854,0.481878,0.363976,-1.50513,0.408482,-4.41737,0.196827,0.449142,0.235034
177,-3.80148,0.252716,1.97882,0.243983,2.99648,0.185833,2.1139,0.0918417,-2.3894,0.421086,0.633399,0.102157,7.93773,0.781273,0.48187,0.364061,-1.50528,0.408738,-4.41731,0.1968,0.449174,0.235165
178,-3.80127,0.252696,1.97847,0.24397,2.99647,0.185864,2.11384,0.0919825,-2.3893,0.421357,0.633364,0.102151,7.93728,0.780905,0.481781,0.36407,-1.50548,0.408973,-4.41728,0.196872,0.449142,0.235313
179,-3.8011,0.252679,1.97815,0.24398,2.99656,0.185885,2.11378,0.0921014,-2.38924,0.42151,0.633321,0.102151,7.93628,0.78091,0.481577,0.364217,-1.50563,0.409091,-4.4171,0.196901,0.449094,0.235376
180,-3.80109,0.252603,1.97749,0.243893,2.9967,0.185837,2.11374,0.0921498,-2.38926,0.421552,0.633302,0.102159,7.93582,0.78095,0.481357,0.364262,-1.50575,0.409268,-4.41688,0.196861,0.449132,0.235384
181,-3.80107,0.252508,1.97712,0.243828,2.9967,0.185802,2.11356,0.0923607,-2.38937,0.421517,0.633307,0.102152,7.93537,0.781085,0.481158,0.364352,-1.50583,0.409274,-4.41678,0.19678,0.449174,0.23545
182,-3.80112,0.25239,1.97659,0.243684,2.99664,0.185782,2.11357,0.0924709,-2.38933,0.421472,0.633311,0.10214,7.9348,0.781425,0.480888,0.364437,-1.50589,0.409507,-4.41671,0.196704,0.449156,0.235476
183,-3.80118,0.252321,1.9759,0.243756,2.99663,0.185737,2.11342,0.0925063,-2.3894,0.421418,0.633313,0.102095,7.93411,0.781563,0.48054,0.364565,-1.50587,0.409423,-4.41664,0.196592,0.449145,0.235435
184,-3.80121,0.25234,1.9755,0.2437,2.99666,0.185682,2.11342,0.0924673,-2.3895,0.421434,0.63331,0.102084,7.93379,0.781516,0.480191,0.364558,-1.50586,0.409215,-4.4166,0.196492,0.44913,0.235384
185,-3.80115,0.252221,1.97518,0.243503,2.99664,0.185628,2.11334,0.0925272,-2.3896,0.421476,0.633301,0.102044,7.93366,0.781417,0.480055,0.364441,-1.50584,0.409074,-4.41651,0.196562,0.449166,0.235367
186,-3.80109,0.252168,1.97477,0.243403,2.99667,0.185624,2.11322,0.0926282,-2.38961,0.421499,0.633284,0.102048,7.93319,0.781128,0.479838,0.364394,-1.50585,0.409149,-4.4164,0.196582,0.449107,0.23533
187,-3.80116,0.252171,1.97459,0.243437,2.99674,0.185536,2.11332,0.0925934,-2.38947,0.421582,0.633264,0.102059,7.9335,0.780612,0.479739,0.364506,-1.50584,0.409358,-4.41621,0.19658,0.449116,0.235434
188,-3.80118,0.252217,1.97466,0.243353,2.99686,0.185518,2.1134,0.0925981,-2.38937,0.421649,0.633241,0.10207,7.93361,0.780268,0.479649,0.364408,-1.50607,0.409372,-4.41615,0.196601,0.449108,0.235455
189,-3.80123,0.252199,1.97485,0.243284,2.997,0.18547,2.11343,0.0925799,-2.3891,0.421722,0.633186,0.102072,7.93389,0.780087,0.479543,0.364509,-1.50634,0.409442,-4.41613,0.196549,0.449097,0.235643
190,-3.80135,0.252096,1.97498,0.243082,2.99717,0.185399,2.11343,0.0927105,-2.38891,0.421689,0.633143,0.102053,7.9346,0.779965,0.479426,0.36483,-1.50641,0.409453,-4.41606,0.196458,0.449145,0.235789
191,-3.80148,0.252077,1.97508,0.242926,2.99734,0.185321,2.11345,0.0927572,-2.38874,0.421795,0.633113,0.102042,7.93541,0.779714,0.479374,0.365043,-1.50665,0.409498,-4.41609,0.196353,0.449173,0.235661
192,-3.80156,0.252064,1.97531,0.242879,2.99754,0.185233,2.11352,0.0927736,-2.38848,0.421854,0.633071,0.102031,7.93582,0.779396,0.479215,0.36519,-1.50712,0.409566,-4.41617,0.196239,0.449159,0.235586
193,-3.8017,0.252169,1.97577,0.242738,2.99792,0.185198,2.11381,0.0928471,-2.38826,0.422024,0.633029,0.10203,7.93659,0.778909,0.479092,0.365156,-1.5074,0.409616,-4.41617,0.196123,0.449187,0.235606
194,-3.8019,0.252283,1.9762,0.242677,2.99833,0.185339,2.11394,0.0928768,-2.38808,0.422139,0.632995,0.101992,7.93737,0.778607,0.47913,0.364936,-1.50785,0.409635,-4.4163,0.196013,0.449196,0.235616
195,-3.80215,0.252268,1.97648,0.242635,2.99876,0.185342,2.11411,0.0929911,-2.3879,0.42223,0.632954,0.101975,7.93823,0.778608,0.479174,0.364728,-1.50839,0.409716,-4.41645,0.195801,0.449137,0.235769
196,-3.80237,0.252227,1.97653,0.242562,2.99904,0.18523,2.11425,0.0930455,-2.38758,0.422402,0.632893,0.102019,7.93905,0.778817,0.479421,0.364633,-1.5088,0.409614,-4.41641,0.195683,0.44908,0.235943
197,-3.80237,0.25219,1.97648,0.242677,2.99922,0.185137,2.11435,0.0931707,-2.38733,0.422569,0.632833,0.102102,7.93923,0.779024,0.479519,0.364614,-1.50914,0.409612,-4.41614,0.195729,0.44918,0.236116
198,-3.80234,0.252016,1.97645,0.242768,2.99939,0.185083,2.11448,0.0932118,-2.387,0.422805,0.632761,0.102173,7.93944,0.778955,0.479784,0.36476,-1.50945,0.409503,-4.41586,0.195734,0.449267,0.23631
199,-3.80231,0.251872,1.97623,0.242875,2.9995,0.185039,2.11463,0.0932816,-2.38656,0.423122,0.632689,0.102257,7.94075,0.779079,0.480112,0.364784,-1.50967,0.409427,-4.41556,0.195758,0.449331,0.236335
200,-3.80244,0.251723,1.97591,0.24304,2.99963,0.18496,2.1148,0.0933508,-2.38632,0.42344,0.632647,0.102329,7.94126,0.779483,0.480352,0.364722,-1.50979,0.409435,-4.41528,0.195696,0.449367,0.236399
201,-3.80237,0.251573,1.97552,0.243235,2.99974,0.184898,2.11492,0.0934393,-2.38605,0.423678,0.63259,0.102416,7.94214,0.779882,0.48058,0.364748,-1.50998,0.409321,-4.415,0.195806,0.449508,0.236394
202,-3.80232,0.251484,1.9751,0.24339,2.9999,0.184956,2.11497,0.0935341,-2.38588,0.423795,0.632536,0.102444,7.9428,0.780204,0.48063,0.364893,-1.51005,0.4092,-4.41474,0.195958,0.44969,0.236509
203,-3.8023,0.251449,1.97468,0.243285,3.00014,0.185118,2.11512,0.0935631,-2.38563,0.423932,0.632489,0.102462,7.94378,0.780801,0.480752,0.365074,-1.51034,0.409102,-4.41444,0.196091,0.449869,0.236597
204,-3.80233,0.251404,1.97446,0.243202,3.00034,0.185228,2.11533,0.0935999,-2.38535,0.424062,0.632444,0.10248,7.944,0.780808,0.480784,0.365148,-1.5106,0.409097,-4.41413,0.196105,0.450001,0.236679
205,-3.80231,0.251395,1.97439,0.243204,3.00039,0.185302,2.11532,0.0936519,-2.38517,0.424073,0.632411,0.10247,7.94509,0.780841,0.480795,0.365036,-1.51066,0.409125,-4.4138,0.196224,0.450101,0.236676
206,-3.80228,0.251382,1.97474,0.243269,3.00029,0.18531,2.11536,0.0937066,-2.38501,0.424058,0.632398,0.102484,7.94616,0.781197,0.480907,0.364984,-1.51064,0.409161,-4.41354,0.196263,0.450137,0.236683
