iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,alpha_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_alpha_exp,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_p_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_p_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_p_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_p_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2,a3,b3
1578,2091.28,2,-3.53488,0.921244,2.7532,1.67974,-2.54538,0.619439,5.89869,0.395591,-2.14528,-2.19645,-3.71623,0.537849,1.16527,0.554287,0.519342,1.65909,0.316777,1.95669,0.709505,0.883428,0.304766,-0.721864,-0.763653,-0.962019,0.167804,-0.902599,0.0881729,-0.483051,0.754902,0.526993,0.675494,-0.429644,0.530625,-0.437556,0.127638,-0.602148,0.737716,0.2073,0.749759,0.405766,0.846093,-0.617133,-0.26714,0.927561,-0.0879666,0.443382,-0.65628,-0.204036,0.633645,0.535905,-0.168839,0.117885,0.52854,-0.612454,0.743172,0.0937706,-0.413345,0.895919,0.416819,0.45146,0.599265
1579,2091.31,2,-3.53504,0.920844,2.75321,1.68065,-2.54451,0.619341,5.90263,0.395769,-2.14517,-2.19673,-3.71571,0.537874,1.16514,0.5545,0.519162,1.65849,0.316694,1.9581,0.709593,0.883569,0.304379,-0.721069,-0.763467,-0.96206,0.167571,-0.902417,0.0875257,-0.483398,0.754544,0.526912,0.674655,-0.42965,0.529475,-0.437226,0.127635,-0.600814,0.737784,0.20704,0.749521,0.405887,0.846127,-0.616778,-0.266545,0.92757,-0.0869389,0.44404,-0.655992,-0.204124,0.633336,0.535991,-0.170124,0.11876,0.528715,-0.611289,0.743026,0.0927409,-0.414372,0.895976,0.416841,0.451007,0.599335
1580,2091.07,2,-3.53535,0.920799,2.75346,1.68152,-2.54379,0.619277,5.90525,0.395891,-2.14527,-2.19719,-3.71552,0.537956,1.1648,0.554517,0.518907,1.65781,0.316582,1.95954,0.70952,0.88366,0.30422,-0.720442,-0.763423,-0.962081,0.167628,-0.90235,0.0867397,-0.483269,0.754333,0.526547,0.673959,-0.429867,0.528473,-0.437086,0.127369,-0.599636,0.737929,0.206738,0.749194,0.406144,0.846169,-0.616805,-0.26638,0.927556,-0.0859661,0.444159,-0.655785,-0.204359,0.632993,0.53599,-0.171071,0.11945,0.528259,-0.610555,0.743167,0.0915964,-0.414926,0.895852,0.416777,0.451036,0.599303
1581,2089.39,2,-3.53553,0.92083,2.75379,1.68231,-2.54303,0.61919,5.90883,0.396087,-2.14543,-2.19765,-3.7153,0.537866,1.16454,0.554497,0.518698,1.65708,0.316459,1.96123,0.709674,0.883362,0.30377,-0.719787,-0.763232,-0.96214,0.167934,-0.902344,0.0859902,-0.48332,0.754009,0.526152,0.673207,-0.430158,0.527419,-0.437153,0.126956,-0.598448,0.73788,0.206382,0.748936,0.406542,0.84618,-0.616874,-0.266417,0.927642,-0.084937,0.444472,-0.655491,-0.204654,0.63259,0.535712,-0.172046,0.120255,0.528336,-0.610163,0.743434,0.0904468,-0.415758,0.89579,0.416791,0.451436,0.599127
1582,2089.26,2,-3.53588,0.921317,2.75398,1.68301,-2.54223,0.619104,5.91372,0.396239,-2.14541,-2.19804,-3.71501,0.537811,1.1647,0.554261,0.518617,1.65635,0.31633,1.96358,0.709576,0.88278,0.303517,-0.719487,-0.762804,-0.962189,0.168198,-0.902282,0.085743,-0.483343,0.753618,0.52556,0.672857,-0.43047,0.526634,-0.437551,0.126421,-0.597339,0.737663,0.206498,0.748669,0.406974,0.846374,-0.616654,-0.266372,0.927658,-0.0844017,0.444842,-0.655127,-0.20465,0.632478,0.53582,-0.173195,0.12091,0.528695,-0.609417,0.743402,0.0897621,-0.416493,0.896013,0.416842,0.451253,0.599114
1583,2081.98,2,-3.53613,0.921925,2.75417,1.68369,-2.54137,0.619052,5.9176,0.396391,-2.14549,-2.1985,-3.71485,0.537677,1.16489,0.553973,0.518526,1.65548,0.316156,1.96528,0.709658,0.882272,0.303473,-0.719115,-0.762394,-0.962216,0.168292,-0.902269,0.0855409,-0.483192,0.753217,0.525097,0.672421,-0.430678,0.526046,-0.437869,0.125746,-0.596331,0.737449,0.206652,0.748469,0.407233,0.846437,-0.616458,-0.266158,0.927676,-0.0839026,0.445084,-0.654657,-0.204529,0.632126,0.535924,-0.174464,0.121561,0.528914,-0.608695,0.74348,0.0891108,-0.416894,0.895809,0.416736,0.451285,0.599098
1584,2095.08,2,-3.53623,0.922276,2.75413,1.68495,-2.54061,0.618992,5.92104,0.396574,-2.1455,-2.1988,-3.71468,0.537631,1.16571,0.553715,0.517942,1.65448,0.315983,1.96714,0.709635,0.881986,0.303892,-0.718627,-0.762016,-0.962245,0.168046,-0.902217,0.085363,-0.482941,0.752585,0.524729,0.67181,-0.430727,0.525444,-0.43821,0.125105,-0.594981,0.737287,0.206502,0.748464,0.407383,0.84644,-0.615838,-0.265556,0.927729,-0.08345,0.445176,-0.65408,-0.204445,0.631921,0.536051,-0.175889,0.122063,0.529131,-0.607436,0.743736,0.0884817,-0.417012,0.895773,0.416753,0.451254,0.599118
1585,2086.7,2,-3.53645,0.922709,2.75442,1.68615,-2.53991,0.618923,5.92424,0.396804,-2.14541,-2.19891,-3.71444,0.537547,1.16589,0.55367,0.517532,1.65347,0.315828,1.96813,0.709783,0.881804,0.303636,-0.718326,-0.761764,-0.9622,0.168292,-0.902199,0.0847451,-0.482872,0.751757,0.524383,0.671495,-0.430807,0.525289,-0.438081,0.124496,-0.593622,0.737164,0.205946,0.748183,0.407854,0.846405,-0.615358,-0.265796,0.927738,-0.0828337,0.445223,-0.653059,-0.205064,0.63186,0.535933,-0.177364,0.122467,0.52907,-0.605849,0.744094,0.0872327,-0.417631,0.895751,0.416753,0.451316,0.599127
1586,2081.08,2,-3.53661,0.92321,2.75436,1.68744,-2.53926,0.618868,5.92728,0.396956,-2.14548,-2.19914,-3.71424,0.537385,1.16629,0.553902,0.516915,1.65239,0.315665,1.96921,0.709875,0.881809,0.303565,-0.718112,-0.761415,-0.962169,0.168266,-0.902089,0.0843269,-0.482962,0.750979,0.524441,0.671306,-0.430909,0.525251,-0.437896,0.124501,-0.592181,0.736899,0.205499,0.747797,0.408169,0.846468,-0.614847,-0.265772,0.927679,-0.0823461,0.445419,-0.652102,-0.205376,0.63166,0.535688,-0.178963,0.122922,0.529151,-0.60466,0.744233,0.0861479,-0.418264,0.895595,0.41682,0.451348,0.599047
1587,2087.45,2,-3.53663,0.923576,2.75441,1.68841,-2.53861,0.618797,5.93002,0.397136,-2.14546,-2.19914,-3.71403,0.537178,1.16666,0.554055,0.516456,1.65162,0.315491,1.97005,0.709854,0.881598,0.303362,-0.718055,-0.761125,-0.962166,0.16837,-0.902014,0.0838844,-0.483115,0.750431,0.524463,0.671422,-0.430961,0.525408,-0.437357,0.124715,-0.591205,0.736704,0.205275,0.747372,0.408689,0.846573,-0.614363,-0.265913,0.927691,-0.08179,0.445661,-0.651522,-0.205993,0.631306,0.535477,-0.180141,0.123219,0.529106,-0.603575,0.744301,0.0851635,-0.419194,0.895396,0.416895,0.451661,0.598911
1588,2080.94,2,-3.53658,0.924005,2.75447,1.68905,-2.5379,0.618704,5.93251,0.397363,-2.14567,-2.19904,-3.71371,0.537053,1.16667,0.554098,0.516373,1.65088,0.315315,1.97025,0.709542,0.88149,0.303111,-0.717821,-0.760853,-0.962184,0.16796,-0.901927,0.0832375,-0.483281,0.750052,0.524627,0.671367,-0.430706,0.525518,-0.436726,0.124941,-0.590212,0.736358,0.205529,0.746983,0.409241,0.846723,-0.613962,-0.26564,0.927736,-0.0810542,0.445782,-0.651062,-0.20638,0.630365,0.535564,-0.181387,0.123809,0.529085,-0.602575,0.744432,0.0845613,-0.419949,0.895234,0.416924,0.451956,0.598845
1589,2082,2,-3.53679,0.924291,2.75455,1.68952,-2.5372,0.618629,5.93608,0.397551,-2.14592,-2.19884,-3.71311,0.537224,1.16625,0.554392,0.516324,1.6501,0.315148,1.97066,0.708925,0.881206,0.303224,-0.717487,-0.760626,-0.962168,0.168057,-0.90191,0.0825998,-0.483721,0.749643,0.524634,0.67105,-0.430815,0.52504,-0.436503,0.125384,-0.589442,0.735975,0.205425,0.746615,0.409693,0.846971,-0.61356,-0.265747,0.92777,-0.0802887,0.446136,-0.650476,-0.20674,0.629846,0.535269,-0.182138,0.124599,0.529316,-0.60144,0.744297,0.0841934,-0.420774,0.895263,0.416949,0.45196,0.598901
1590,2081.17,2,-3.53675,0.924353,2.75451,1.68987,-2.53698,0.618603,5.93993,0.397861,-2.14595,-2.19848,-3.71267,0.537402,1.16629,0.554657,0.516366,1.64939,0.314946,1.97069,0.708137,0.880912,0.303139,-0.717359,-0.760271,-0.962158,0.167936,-0.901932,0.0820818,-0.483731,0.749409,0.524771,0.670998,-0.430944,0.524866,-0.43625,0.125734,-0.588854,0.735399,0.205791,0.745929,0.410093,0.847181,-0.613388,-0.265658,0.927828,-0.0798048,0.44594,-0.650089,-0.206918,0.629738,0.535462,-0.182884,0.124949,0.529035,-0.600485,0.744341,0.0838665,-0.421292,0.895244,0.416996,0.451904,0.598944
1591,2090.39,2,-3.53635,0.924555,2.75466,1.69034,-2.53689,0.61859,5.94374,0.398162,-2.14595,-2.19807,-3.71245,0.537587,1.1658,0.554967,0.516334,1.64879,0.31478,1.97004,0.707293,0.880673,0.303057,-0.717096,-0.760004,-0.962135,0.168101,-0.901934,0.0815092,-0.483896,0.749244,0.524878,0.670633,-0.430759,0.52462,-0.435639,0.126166,-0.58827,0.734927,0.205776,0.745246,0.410438,0.847349,-0.613043,-0.265918,0.927956,-0.0791255,0.445938,-0.649705,-0.207631,0.628867,0.535013,-0.183422,0.125327,0.528961,-0.599681,0.74433,0.0835782,-0.421649,0.895239,0.416929,0.452257,0.598931
1592,2085.01,2,-3.53594,0.924638,2.75484,1.69067,-2.53683,0.618592,5.94573,0.398394,-2.14585,-2.19769,-3.71219,0.537804,1.16539,0.555093,0.516451,1.64827,0.314607,1.96882,0.70648,0.880418,0.302997,-0.716876,-0.759815,-0.962098,0.168342,-0.901942,0.08086,-0.484162,0.74908,0.525072,0.67041,-0.430462,0.524436,-0.434787,0.126569,-0.587795,0.734525,0.205875,0.744589,0.410783,0.847482,-0.612942,-0.266389,0.928067,-0.0783847,0.446045,-0.649314,-0.20842,0.627839,0.534509,-0.183798,0.125921,0.529138,-0.598955,0.744397,0.0833912,-0.422115,0.895144,0.416827,0.452197,0.599047
1593,2089.26,2,-3.53571,0.92491,2.75506,1.69104,-2.53674,0.618588,5.94867,0.398616,-2.1461,-2.19752,-3.71196,0.537963,1.16511,0.55518,0.516499,1.64786,0.314482,1.96795,0.705707,0.880329,0.303124,-0.716838,-0.759721,-0.962075,0.168609,-0.901925,0.0805479,-0.484426,0.748795,0.525422,0.670337,-0.430428,0.524613,-0.434285,0.127281,-0.58736,0.734399,0.205915,0.744019,0.410819,0.847642,-0.612946,-0.266588,0.928166,-0.0778996,0.446252,-0.64892,-0.20931,0.627103,0.534023,-0.1841,0.126119,0.529044,-0.598104,0.744079,0.0834267,-0.422704,0.895133,0.416788,0.45215,0.599185
1594,2086.23,2,-3.53571,0.925086,2.75515,1.6914,-2.53641,0.618601,5.9521,0.398874,-2.14633,-2.19686,-3.71162,0.538302,1.16496,0.555022,0.51659,1.64751,0.314368,1.96718,0.704958,0.88003,0.303073,-0.71706,-0.75967,-0.962038,0.169092,-0.901822,0.0804193,-0.484721,0.748567,0.525998,0.670564,-0.430387,0.524988,-0.433773,0.128148,-0.587486,0.734453,0.205285,0.743625,0.410622,0.847844,-0.612977,-0.267081,0.928273,-0.077382,0.446655,-0.648545,-0.210375,0.626342,0.533455,-0.184305,0.126183,0.528977,-0.597212,0.743657,0.0835073,-0.423484,0.895049,0.416712,0.452112,0.599306
1595,2086.77,2,-3.53596,0.92556,2.75539,1.6917,-2.53638,0.618617,5.95672,0.399116,-2.14612,-2.19632,-3.71132,0.538792,1.16472,0.554943,0.516521,1.64706,0.314258,1.966,0.704388,0.879525,0.302951,-0.717087,-0.759329,-0.962017,0.169779,-0.901903,0.0803277,-0.485058,0.748125,0.526344,0.670526,-0.430989,0.525404,-0.433503,0.12884,-0.58714,0.734151,0.2047,0.743029,0.410528,0.848061,-0.612531,-0.267676,0.928422,-0.0770557,0.447067,-0.647922,-0.211291,0.625934,0.532708,-0.184181,0.126049,0.529117,-0.596522,0.743324,0.083574,-0.423908,0.894956,0.416697,0.45222,0.599305
1596,2096.07,2,-3.53624,0.925954,2.75553,1.69181,-2.53628,0.618637,5.96137,0.399234,-2.14625,-2.19571,-3.71097,0.539313,1.1641,0.554991,0.516441,1.64676,0.314138,1.96481,0.704043,0.87879,0.303238,-0.717288,-0.758967,-0.962022,0.170385,-0.901871,0.0803424,-0.485277,0.747729,0.526946,0.670829,-0.431779,0.525952,-0.432923,0.129784,-0.586764,0.733713,0.204036,0.742516,0.410302,0.848186,-0.612401,-0.268185,0.928468,-0.0770038,0.447195,-0.647396,-0.211833,0.625894,0.532004,-0.184295,0.125908,0.529132,-0.595978,0.742963,0.0834148,-0.424436,0.894888,0.416609,0.452271,0.59936
1597,2081.95,2,-3.5367,0.926181,2.75577,1.6918,-2.53618,0.618657,5.96676,0.399438,-2.14653,-2.19515,-3.71069,0.539709,1.16373,0.555001,0.516448,1.64648,0.313977,1.96338,0.703786,0.878062,0.303087,-0.717544,-0.758783,-0.96199,0.170829,-0.901755,0.080679,-0.485584,0.747575,0.52756,0.671118,-0.432164,0.526458,-0.432921,0.130555,-0.586787,0.733422,0.203573,0.742137,0.409638,0.848349,-0.612594,-0.268651,0.928436,-0.077293,0.447423,-0.647141,-0.21246,0.625708,0.531297,-0.184346,0.125784,0.529466,-0.595427,0.742405,0.0835834,-0.42498,0.894811,0.416588,0.452148,0.599432
1598,2080.98,2,-3.53698,0.926291,2.75594,1.69178,-2.53615,0.618675,5.97159,0.399566,-2.14663,-2.19449,-3.71061,0.539873,1.16375,0.554889,0.516481,1.64612,0.31381,1.96185,0.703353,0.87738,0.302847,-0.717816,-0.758568,-0.962007,0.171116,-0.901701,0.0811072,-0.485674,0.747435,0.528413,0.671368,-0.431975,0.5272,-0.432415,0.131638,-0.586835,0.733154,0.20303,0.741723,0.409094,0.848546,-0.612725,-0.268839,0.928476,-0.077565,0.447606,-0.64703,-0.213064,0.625464,0.530544,-0.184556,0.125137,0.529431,-0.59517,0.741993,0.0834452,-0.425393,0.894762,0.416532,0.452053,0.599447
1599,2081.4,2,-3.53717,0.926596,2.75604,1.69173,-2.53635,0.618717,5.97543,0.399737,-2.1467,-2.19382,-3.71045,0.540229,1.16345,0.554796,0.5166,1.64588,0.313677,1.96114,0.702952,0.876627,0.302755,-0.717931,-0.758371,-0.962008,0.171162,-0.901711,0.0817216,-0.485324,0.747205,0.528801,0.671539,-0.431972,0.527614,-0.432203,0.131909,-0.586577,0.73296,0.202654,0.741508,0.408749,0.848584,-0.612516,-0.268908,0.928552,-0.0780386,0.447345,-0.646731,-0.213273,0.625159,0.530285,-0.185163,0.124502,0.529183,-0.594834,0.7419,0.0835144,-0.425404,0.894805,0.416527,0.451964,0.599479
1600,2086.12,2,-3.53742,0.927044,2.75635,1.69176,-2.53646,0.618734,5.98083,0.399935,-2.14693,-2.19339,-3.71017,0.540594,1.16334,0.554704,0.51665,1.64578,0.313617,1.96029,0.702558,0.875928,0.302654,-0.718024,-0.7581,-0.961959,0.171444,-0.901753,0.0825233,-0.48506,0.746987,0.528728,0.671554,-0.432052,0.52781,-0.432375,0.131998,-0.586088,0.73265,0.202595,0.741522,0.408524,0.848708,-0.612519,-0.269215,0.92862,-0.0787752,0.447094,-0.646388,-0.213225,0.625013,0.529751,-0.186052,0.124095,0.529491,-0.594473,0.741682,0.0835551,-0.425541,0.894685,0.416522,0.451856,0.599525
1601,2085.82,2,-3.53782,0.92752,2.75672,1.69176,-2.53659,0.618756,5.98462,0.400139,-2.14702,-2.19297,-3.71001,0.541021,1.16321,0.554604,0.516764,1.64566,0.313549,1.95953,0.7023,0.875245,0.302784,-0.718156,-0.757878,-0.9619,0.171635,-0.901736,0.0830703,-0.48474,0.746767,0.528845,0.671633,-0.43212,0.527976,-0.432449,0.132149,-0.585453,0.732236,0.202745,0.741473,0.408278,0.848797,-0.612376,-0.269628,0.928629,-0.0793025,0.44669,-0.645917,-0.213051,0.624852,0.529442,-0.186627,0.124015,0.529803,-0.594182,0.741592,0.0837984,-0.425352,0.894628,0.416522,0.45169,0.599592
1602,2090.34,2,-3.53815,0.927988,2.75713,1.69158,-2.53674,0.618771,5.98756,0.400266,-2.14702,-2.19253,-3.70985,0.541466,1.16299,0.554718,0.517001,1.64544,0.313465,1.95851,0.702283,0.874519,0.303127,-0.718212,-0.757805,-0.96184,0.171996,-0.901724,0.0836748,-0.48447,0.746703,0.529051,0.671617,-0.432448,0.527917,-0.432584,0.132242,-0.584937,0.732083,0.202062,0.741434,0.407761,0.848793,-0.612614,-0.270165,0.928619,-0.0798661,0.446449,-0.645627,-0.2131,0.624465,0.528589,-0.187083,0.123668,0.529982,-0.594033,0.741563,0.0837695,-0.425408,0.894493,0.416552,0.451971,0.599552
1603,2089.79,2,-3.53827,0.928543,2.75734,1.69144,-2.53682,0.618801,5.99108,0.400386,-2.1471,-2.19239,-3.70991,0.541527,1.16258,0.554709,0.517282,1.64525,0.313344,1.95752,0.702095,0.874035,0.303253,-0.718221,-0.757665,-0.961761,0.172078,-0.901761,0.0844543,-0.484464,0.746672,0.529168,0.671443,-0.432113,0.528113,-0.432455,0.132725,-0.584433,0.731862,0.202008,0.741256,0.407343,0.849037,-0.612762,-0.270416,0.928669,-0.080601,0.446428,-0.645385,-0.21338,0.623945,0.528088,-0.188057,0.122811,0.530014,-0.593822,0.741148,0.0837795,-0.425813,0.894313,0.41655,0.452032,0.599611
1604,2096.33,2,-3.53841,0.928868,2.75761,1.69102,-2.53693,0.618845,5.99346,0.400462,-2.14697,-2.19226,-3.71002,0.541638,1.16204,0.554863,0.517751,1.64508,0.313263,1.95646,0.701845,0.873665,0.30327,-0.718219,-0.757542,-0.961684,0.172317,-0.901809,0.0852141,-0.484209,0.746779,0.529299,0.671206,-0.431914,0.528496,-0.432041,0.132905,-0.584067,0.731504,0.20179,0.741081,0.406987,0.84907,-0.612921,-0.270771,0.928771,-0.0812862,0.446164,-0.645326,-0.214148,0.62319,0.527625,-0.188726,0.12183,0.529663,-0.593636,0.740993,0.0842291,-0.425819,0.894426,0.416486,0.452035,0.599603
1605,2096.07,2,-3.53854,0.929448,2.75797,1.69081,-2.53701,0.61888,5.99629,0.400629,-2.14691,-2.19209,-3.70998,0.541706,1.16151,0.554986,0.518119,1.64492,0.31318,1.95506,0.70154,0.873466,0.302929,-0.718329,-0.757392,-0.961584,0.172427,-0.901774,0.0856249,-0.48412,0.746691,0.529874,0.6712,-0.431473,0.528859,-0.43137,0.133645,-0.583631,0.731055,0.201631,0.740701,0.406638,0.849174,-0.613105,-0.271185,0.928883,-0.0817663,0.445837,-0.644995,-0.214811,0.622615,0.527158,-0.189527,0.121178,0.529406,-0.593335,0.74085,0.0841623,-0.42604,0.894327,0.416444,0.452345,0.599529
1606,2085.55,2,-3.53887,0.929897,2.75828,1.69065,-2.5371,0.618891,5.99972,0.400802,-2.14729,-2.19196,-3.71027,0.541916,1.16079,0.555229,0.518412,1.64479,0.313137,1.95363,0.701259,0.873352,0.302634,-0.718426,-0.757272,-0.961478,0.172471,-0.901772,0.0859425,-0.484144,0.746623,0.530408,0.670997,-0.430802,0.529028,-0.431093,0.13432,-0.583319,0.730522,0.201412,0.740264,0.406187,0.849246,-0.613154,-0.271716,0.929028,-0.0823287,0.445401,-0.644595,-0.215447,0.622147,0.526759,-0.190391,0.120456,0.529098,-0.593046,0.740629,0.0839913,-0.426497,0.894182,0.416428,0.452548,0.59952
1607,2097.97,2,-3.5392,0.930404,2.75881,1.69054,-2.5372,0.618882,6.00286,0.400917,-2.14753,-2.19187,-3.71052,0.542153,1.16018,0.555571,0.518711,1.64483,0.313094,1.95224,0.701084,0.873481,0.302407,-0.71875,-0.757213,-0.961394,0.172478,-0.901726,0.0861808,-0.484039,0.74648,0.531414,0.671068,-0.429784,0.529277,-0.430294,0.135341,-0.583208,0.7301,0.201198,0.739825,0.405715,0.849161,-0.613459,-0.272117,0.929142,-0.0827495,0.444929,-0.644121,-0.215956,0.621448,0.526223,-0.191403,0.120009,0.528763,-0.592633,0.740587,0.0835797,-0.42685,0.894234,0.416434,0.452701,0.59951
1608,2088.24,2,-3.5394,0.930878,2.75907,1.6906,-2.53718,0.618877,6.00671,0.401002,-2.14752,-2.19157,-3.71082,0.542243,1.15955,0.555611,0.51891,1.645,0.313054,1.95088,0.700891,0.873322,0.302087,-0.71898,-0.757126,-0.961354,0.172194,-0.901725,0.0861643,-0.484143,0.746438,0.532335,0.671205,-0.428977,0.529617,-0.429386,0.136445,-0.582898,0.72974,0.201312,0.73939,0.405518,0.849193,-0.61361,-0.2722,0.929192,-0.0830328,0.444605,-0.643882,-0.216021,0.621065,0.526008,-0.192279,0.119741,0.528513,-0.592407,0.740513,0.08305,-0.427261,0.894148,0.416436,0.453027,0.599457
1609,2089.03,2,-3.5396,0.931442,2.75935,1.69072,-2.53703,0.618839,6.01103,0.401102,-2.14753,-2.19127,-3.71092,0.542326,1.15885,0.555605,0.518896,1.64513,0.313031,1.94979,0.700602,0.873194,0.301916,-0.719251,-0.756986,-0.961316,0.172087,-0.901705,0.0864578,-0.483892,0.746439,0.533191,0.671297,-0.428264,0.530023,-0.428553,0.137244,-0.582693,0.729418,0.201038,0.739349,0.405414,0.849061,-0.613888,-0.272272,0.929268,-0.0834089,0.444111,-0.643797,-0.216189,0.62025,0.525496,-0.193353,0.119459,0.528298,-0.592171,0.740616,0.0825846,-0.427526,0.894081,0.41644,0.453445,0.599346
1610,2086,2,-3.53965,0.93204,2.75949,1.69078,-2.5366,0.618774,6.01488,0.401166,-2.14743,-2.19114,-3.71117,0.542379,1.15832,0.555562,0.518901,1.64522,0.313018,1.94811,0.700314,0.873353,0.301835,-0.719411,-0.756755,-0.961288,0.17214,-0.901644,0.0866147,-0.483774,0.746566,0.533961,0.671114,-0.427293,0.530148,-0.427551,0.138244,-0.582678,0.728931,0.200918,0.739231,0.405605,0.849111,-0.614127,-0.272454,0.929363,-0.083571,0.443793,-0.643825,-0.216475,0.619416,0.52497,-0.194092,0.119406,0.528222,-0.591887,0.740657,0.0822359,-0.427821,0.893967,0.416395,0.453768,0.599287
1611,2092.29,2,-3.53973,0.932377,2.75942,1.69093,-2.53612,0.618696,6.01932,0.401224,-2.14734,-2.19109,-3.71152,0.542484,1.15772,0.555357,0.5189,1.64538,0.313003,1.94702,0.69995,0.873304,0.301872,-0.7196,-0.756478,-0.961268,0.171993,-0.901604,0.086738,-0.483826,0.746616,0.534709,0.67096,-0.426186,0.530286,-0.426703,0.139395,-0.582644,0.728341,0.201283,0.738876,0.405702,0.849262,-0.614402,-0.272332,0.929414,-0.083624,0.443587,-0.643879,-0.216403,0.618803,0.524993,-0.194868,0.119521,0.528229,-0.591867,0.740449,0.0818172,-0.428518,0.893913,0.416409,0.454012,0.599185
1612,2086.67,2,-3.53997,0.932785,2.75939,1.69105,-2.53557,0.618636,6.02241,0.4012,-2.14735,-2.19127,-3.71176,0.542681,1.15717,0.555126,0.518907,1.64552,0.312949,1.94533,0.699493,0.873181,0.301774,-0.719421,-0.756142,-0.961252,0.171695,-0.901547,0.0867722,-0.484019,0.746772,0.53535,0.670397,-0.425142,0.529943,-0.42588,0.14041,-0.582705,0.727712,0.201529,0.738402,0.405794,0.8494,-0.614588,-0.272152,0.929504,-0.0836361,0.443555,-0.643928,-0.216287,0.618508,0.524948,-0.195596,0.119485,0.528267,-0.591751,0.74027,0.0813858,-0.429348,0.893775,0.416455,0.454199,0.599085
1613,2087.96,2,-3.53998,0.933143,2.7594,1.69104,-2.53517,0.618599,6.02464,0.401193,-2.14732,-2.19141,-3.7118,0.542709,1.15668,0.554873,0.518962,1.64554,0.312905,1.94386,0.699097,0.873147,0.301655,-0.719227,-0.755881,-0.961152,0.171364,-0.901438,0.0868618,-0.484259,0.747009,0.536266,0.66962,-0.423638,0.529607,-0.424777,0.141754,-0.582794,0.727247,0.201315,0.738069,0.405668,0.849457,-0.615079,-0.271933,0.929644,-0.0836234,0.443612,-0.644088,-0.216441,0.617707,0.524608,-0.196401,0.119399,0.528327,-0.591883,0.740079,0.0806645,-0.430439,0.893725,0.416482,0.454161,0.599074
1614,2101.68,2,-3.54019,0.933797,2.75972,1.69092,-2.53484,0.618558,6.02661,0.401158,-2.14738,-2.19132,-3.71184,0.54291,1.15627,0.554662,0.519195,1.64541,0.312843,1.94262,0.698694,0.873078,0.301864,-0.718992,-0.755465,-0.961058,0.171365,-0.901254,0.086873,-0.484633,0.747322,0.537136,0.668845,-0.422367,0.528816,-0.423875,0.143041,-0.583077,0.726572,0.200945,0.737425,0.405517,0.849374,-0.615617,-0.272128,0.92956,-0.0837075,0.443735,-0.64436,-0.216598,0.617256,0.524039,-0.196713,0.119725,0.528713,-0.592016,0.739894,0.0797429,-0.431575,0.893768,0.416502,0.454254,0.599065
1615,2086.47,2,-3.54042,0.93421,2.75995,1.69062,-2.53454,0.618517,6.02899,0.401234,-2.14748,-2.19109,-3.7119,0.54323,1.15601,0.554389,0.519506,1.64526,0.3128,1.94131,0.698403,0.873118,0.302031,-0.71857,-0.755091,-0.960968,0.171483,-0.901115,0.0868389,-0.484923,0.747513,0.537911,0.667859,-0.421447,0.528025,-0.423064,0.144194,-0.583299,0.72599,0.200529,0.736933,0.405496,0.849538,-0.616014,-0.272227,0.929582,-0.0834799,0.443961,-0.644339,-0.216908,0.616583,0.523267,-0.19703,0.120077,0.529023,-0.591903,0.739719,0.0791357,-0.432494,0.893642,0.416522,0.454216,0.599139
1616,2090.36,2,-3.54076,0.934488,2.76006,1.69041,-2.53399,0.618456,6.03157,0.401334,-2.1475,-2.19104,-3.71221,0.543503,1.15592,0.554154,0.519713,1.64504,0.312729,1.93982,0.698229,0.873125,0.302428,-0.718305,-0.754919,-0.96094,0.171566,-0.900919,0.0867441,-0.485361,0.747718,0.538657,0.667253,-0.421224,0.527487,-0.422534,0.145209,-0.583464,0.725668,0.199779,0.736517,0.405223,0.849564,-0.616428,-0.272338,0.92954,-0.0832482,0.444291,-0.644495,-0.217081,0.616086,0.522421,-0.197247,0.120526,0.529495,-0.591787,0.73947,0.0787101,-0.433346,0.893546,0.416557,0.454516,0.599097
